ncppb_number,ncppb_number_compact,current_name,name_as_received,alternative_names,pathovar,host,country,other_collection_numbers,ncppb_catalogue_url,catalogue_sequence_links,sequencing_type,year_added,type_strain_of_species,pathotype_strain,other_references,notes,raw_record_text
NCPPB 348,NCPPB348,Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.,Xanthomonas manihotis (Berthet & Bondar 1915) Starr 1946,Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978,pv. manihotis,,,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=348,,,1954,No,No,,Non-pigmented.,NCPPB No. 348: Catalogue name: Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov. Name as received: Xanthomonas manihotis (Berthet & Bondar 1915) Starr 1946 Other name: Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978 Year Added: 1954 Type strain of the species: No Pathotype strain: No Notes: Non-pigmented. Other references:
NCPPB 362,NCPPB362,Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995,Xanthomonas juglandis,Xanthomonas campestris pv. juglandis (Pierce 1901) Dye 1978,pv. juglandis,Juglans regia,UK,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=362,,,1955,No,No,,,NCPPB No. 362: Catalogue name: Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995 Name as received: Xanthomonas juglandis Other name: Xanthomonas campestris pv. juglandis (Pierce 1901) Dye 1978 Country: UK Host: Juglans regia Year Added: 1955 Type strain of the species: No Pathotype strain: No Other references:
NCPPB 381,NCPPB381,Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.,Xanthomonas phaseoli (Smith 1897) Dowson 1939,Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978 Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995,pv. fuscans,Phaseolus vulgaris,Canada,ATCC 19315; LMG 826; ICMP 239; CFBP 6165,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=381,,,1957,Yes,Yes,"The donor reference is ZK4 This isolate is also in the collections; ATCC 19315, LMG 826, ICMP 239, CFBP 6165 The source of this isolate was ex W.A.F. Hagborg",Produces brown pigment,"NCPPB No. 381: Catalogue name: Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov. Name as received: Xanthomonas phaseoli (Smith 1897) Dowson 1939 Other name: Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978 Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995 Country: Canada Host: Phaseolus vulgaris Year Added: 1957 Type strain of the species: Yes Pathotype strain: Yes Notes: Produces brown pigment Other references: The donor reference is ZK4 This isolate is also in the collections; ATCC 19315, LMG 826, ICMP 239, CFBP 6165 The source of this isolate was ex W.A.F. Hagborg"
NCPPB 400,NCPPB400,Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995,Xanthomonas pelargonii,Xanthomonas campestris pv. pelargonii (Brown 1923) Dye 1978,pv. pelargonii,Pelargonium zonale,Denmark,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=400,,,1957,No,No,This isolate was isolated by E. Hellmers 69,,NCPPB No. 400: Catalogue name: Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995 Name as received: Xanthomonas pelargonii Other name: Xanthomonas campestris pv. pelargonii (Brown 1923) Dye 1978 Country: Denmark Host: Pelargonium zonale Year Added: 1957 Type strain of the species: No Pathotype strain: No Other references: This isolate was isolated by E. Hellmers 69
NCPPB 403,NCPPB403,Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939,Xanthomonas campestris (Pammel 1895) Dowson 1939,,pv. campestris,Brassica sp.,New Zealand,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=403,,,1957,No,No,This isolate was isolated by D.W. Dye Ql,ex Chou Moellier,NCPPB No. 403: Catalogue name: Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939 Name as received: Xanthomonas campestris (Pammel 1895) Dowson 1939 Country: New Zealand Host: Brassica sp. Year Added: 1957 Type strain of the species: No Pathotype strain: No Notes: ex Chou Moellier Other references: This isolate was isolated by D.W. Dye Ql
NCPPB 404,NCPPB404,Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939,Xanthomonas campestris (Pammel 1895) Dowson 1939,,pv. campestris,Brassica napobrassica,New Zealand,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=404,,,1957,No,No,This isolate was isolated by D.W. Dye Q2,,NCPPB No. 404: Catalogue name: Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939 Name as received: Xanthomonas campestris (Pammel 1895) Dowson 1939 Country: New Zealand Host: Brassica napobrassica Year Added: 1957 Type strain of the species: No Pathotype strain: No Other references: This isolate was isolated by D.W. Dye Q2
NCPPB 405,NCPPB405,Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.,Xanthomonas citri (Hasse 1915) Dowson,Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979,pv. citri,Citrus sp.,New Zealand,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=405,,,1957,No,No,This isolate was isolated by D.W. Dye R1,Type A(Asiatic Canker),NCPPB No. 405: Catalogue name: Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov. Name as received: Xanthomonas citri (Hasse 1915) Dowson Other name: Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979 Country: New Zealand Host: Citrus sp. Year Added: 1957 Type strain of the species: No Pathotype strain: No Notes: Type A(Asiatic Canker) Other references: This isolate was isolated by D.W. Dye R1
NCPPB 406,NCPPB406,Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.,Xanthomonas citri (Hasse 1915) Dowson,Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979,pv. citri,Citrus sp.(New Zealand grapefruit),New Zealand,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=406,,,1957,No,No,The donor reference is R This isolate was isolated by D.W. Dye R2,Type A(Asiatic Canker),NCPPB No. 406: Catalogue name: Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov. Name as received: Xanthomonas citri (Hasse 1915) Dowson Other name: Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979 Country: New Zealand Host: Citrus sp.(New Zealand grapefruit) Year Added: 1957 Type strain of the species: No Pathotype strain: No Notes: Type A(Asiatic Canker) Other references: The donor reference is R This isolate was isolated by D.W. Dye R2
NCPPB 407,NCPPB407,Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.,Xanthomonas citri (Hasse 1915) Dowson,Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979,pv. citri,Citrus sp.,New Zealand,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=407,,,1957,No,No,This isolate was isolated by D.W. Dye R3,Type A(Asiatic Canker),NCPPB No. 407: Catalogue name: Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov. Name as received: Xanthomonas citri (Hasse 1915) Dowson Other name: Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979 Country: New Zealand Host: Citrus sp. Year Added: 1957 Type strain of the species: No Pathotype strain: No Notes: Type A(Asiatic Canker) Other references: This isolate was isolated by D.W. Dye R3
NCPPB 408,NCPPB408,Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.,Xanthomonas citri (Hasse 1915) Dowson,Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979,pv. citri,Citrus reticulata,New Zealand,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=408,,,1957,No,No,This isolate was isolated by D.W. Dye R4,Type A(Asiatic Canker),NCPPB No. 408: Catalogue name: Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov. Name as received: Xanthomonas citri (Hasse 1915) Dowson Other name: Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979 Country: New Zealand Host: Citrus reticulata Year Added: 1957 Type strain of the species: No Pathotype strain: No Notes: Type A(Asiatic Canker) Other references: This isolate was isolated by D.W. Dye R4
NCPPB 409,NCPPB409,Xanthomonas citri (Hasse 1915) Gabriel et al. 1989,Xanthomonas citri (Hasse 1915) Dowson,Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979,,Citrus limon,New Zealand,ICMP 24; LMG 682; CFBP 2525,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=409,,,1957,No,No,"This isolate is also in the collections; ICMP 24, LMG 682, CFBP 2525 This isolate was isolated by D.W. Dye R5",Type A(Asiatic Canker),"NCPPB No. 409: Catalogue name: Xanthomonas citri (Hasse 1915) Gabriel et al. 1989 Name as received: Xanthomonas citri (Hasse 1915) Dowson Other name: Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979 Country: New Zealand Host: Citrus limon Year Added: 1957 Type strain of the species: No Pathotype strain: No Notes: Type A(Asiatic Canker) Other references: This isolate is also in the collections; ICMP 24, LMG 682, CFBP 2525 This isolate was isolated by D.W. Dye R5"
NCPPB 410,NCPPB410,Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.,Xanthomonas citri (Hasse 1915) Dowson,Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979,pv. citri,Citrus sinensis,New Zealand,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=410,,,1957,No,No,This isolate was isolated by D.W. Dye R6,Type A(Asiatic Canker),NCPPB No. 410: Catalogue name: Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov. Name as received: Xanthomonas citri (Hasse 1915) Dowson Other name: Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979 Country: New Zealand Host: Citrus sinensis Year Added: 1957 Type strain of the species: No Pathotype strain: No Notes: Type A(Asiatic Canker) Other references: This isolate was isolated by D.W. Dye R6
NCPPB 411,NCPPB411,Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995,Xanthomonas juglandis,Xanthomonas campestris pv. juglandis (Pierce 1901) Dye 1978,pv. juglandis,Juglans regia,New Zealand,ICMP 35; CFBP 2528; LMG 747; ATCC 49083,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=411,,,1957,Yes,Yes,"The donor reference is S3 This isolate is also in the collections; ICMP 35, CFBP 2528, LMG 747, ATCC 49083",,"NCPPB No. 411: Catalogue name: Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995 Name as received: Xanthomonas juglandis Other name: Xanthomonas campestris pv. juglandis (Pierce 1901) Dye 1978 Country: New Zealand Host: Juglans regia Year Added: 1957 Type strain of the species: Yes Pathotype strain: Yes Other references: The donor reference is S3 This isolate is also in the collections; ICMP 35, CFBP 2528, LMG 747, ATCC 49083"
NCPPB 412,NCPPB412,Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995,Xanthomonas juglandis,Xanthomonas campestris pv. juglandis (Pierce 1901) Dye 1978,pv. juglandis,Juglans regia,New Zealand,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=412,,,1957,No,No,This isolate was isolated by D.W. Dye S6,,NCPPB No. 412: Catalogue name: Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995 Name as received: Xanthomonas juglandis Other name: Xanthomonas campestris pv. juglandis (Pierce 1901) Dye 1978 Country: New Zealand Host: Juglans regia Year Added: 1957 Type strain of the species: No Pathotype strain: No Other references: This isolate was isolated by D.W. Dye S6
NCPPB 414,NCPPB414,Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995,Xanthomonas juglandis,Xanthomonas campestris pv. juglandis (Pierce 1901) Dye 1978,pv. juglandis,Juglans regia,New Zealand,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=414,,,1957,No,No,This isolate was isolated by D.W. Dye S10,,NCPPB No. 414: Catalogue name: Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995 Name as received: Xanthomonas juglandis Other name: Xanthomonas campestris pv. juglandis (Pierce 1901) Dye 1978 Country: New Zealand Host: Juglans regia Year Added: 1957 Type strain of the species: No Pathotype strain: No Other references: This isolate was isolated by D.W. Dye S10
NCPPB 415,NCPPB415,Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995,Xanthomonas juglandis,Xanthomonas campestris pv. juglandis (Pierce 1901) Dye 1978,pv. juglandis,Juglans regia,New Zealand,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=415,,,1957,No,No,This isolate was isolated by D.W. Dye S12,,NCPPB No. 415: Catalogue name: Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995 Name as received: Xanthomonas juglandis Other name: Xanthomonas campestris pv. juglandis (Pierce 1901) Dye 1978 Country: New Zealand Host: Juglans regia Year Added: 1957 Type strain of the species: No Pathotype strain: No Other references: This isolate was isolated by D.W. Dye S12
NCPPB 416,NCPPB416,Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995,Xanthomonas pruni,Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978,pv. pruni,Prunus sp. cv. Victory,New Zealand,ATCC 19316; ICMP 51; LMG 852; CFBP 2535,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=416,,,1957,No,Yes,"This isolate is also in the collections; ATCC 19316, ICMP 51, LMG 852, CFBP 2535 This isolate was isolated by D.W. Dye Tl","Our records show that when we received this strain from Dye it was listed as ""from Victory plum fruit"" - as we can find no reference to P. salicina cv. 'Victory' we think this may be from P. domestica cv. 'Victory' (NCPPB 2024).","NCPPB No. 416: Catalogue name: Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995 Name as received: Xanthomonas pruni Other name: Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978 Country: New Zealand Host: Prunus sp. cv. Victory Year Added: 1957 Type strain of the species: No Pathotype strain: Yes Notes: Our records show that when we received this strain from Dye it was listed as ""from Victory plum fruit"" - as we can find no reference to P. salicina cv. 'Victory' we think this may be from P. domestica cv. 'Victory' (NCPPB 2024). Other references: This isolate is also in the collections; ATCC 19316, ICMP 51, LMG 852, CFBP 2535 This isolate was isolated by D.W. Dye Tl"
NCPPB 418,NCPPB418,Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995,Xanthomonas pruni,Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978,pv. pruni,Prunus salicina,New Zealand,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=418,,,1957,No,No,This isolate was isolated by D.W. Dye T6,,NCPPB No. 418: Catalogue name: Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995 Name as received: Xanthomonas pruni Other name: Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978 Country: New Zealand Host: Prunus salicina Year Added: 1957 Type strain of the species: No Pathotype strain: No Other references: This isolate was isolated by D.W. Dye T6
NCPPB 419,NCPPB419,Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995,Xanthomonas pruni,Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978,pv. pruni,Prunus persica.,New Zealand,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=419,,,1957,No,No,This isolate was isolated by D.W. Dye T7,,NCPPB No. 419: Catalogue name: Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995 Name as received: Xanthomonas pruni Other name: Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978 Country: New Zealand Host: Prunus persica. Year Added: 1957 Type strain of the species: No Pathotype strain: No Other references: This isolate was isolated by D.W. Dye T7
NCPPB 420,NCPPB420,Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995,Xanthomonas pruni,Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978,pv. pruni,Prunus persica,New Zealand,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=420,,,1957,No,No,This isolate was isolated by D.W. Dye T8,,NCPPB No. 420: Catalogue name: Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995 Name as received: Xanthomonas pruni Other name: Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978 Country: New Zealand Host: Prunus persica Year Added: 1957 Type strain of the species: No Pathotype strain: No Other references: This isolate was isolated by D.W. Dye T8
NCPPB 421,NCPPB421,Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995,Xanthomonas pruni,Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978,pv. pruni,Prunus salicina,New Zealand,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=421,,,1957,No,No,This isolate was isolated by D.W. Dye T9,,NCPPB No. 421: Catalogue name: Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995 Name as received: Xanthomonas pruni Other name: Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978 Country: New Zealand Host: Prunus salicina Year Added: 1957 Type strain of the species: No Pathotype strain: No Other references: This isolate was isolated by D.W. Dye T9
NCPPB 422,NCPPB422,Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995,Xanthomonas vesicatoria (Doidge 1920) Dowson 1939,Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978,,Solanum lycopersicum,New Zealand,ICMP 63; LMG 911; ATCC 35937,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=422,,,1957,Yes,No,"This isolate is also in the collections; ICMP 63, LMG 911, ATCC 35937 This isolate was isolated by D.W. Dye X1",,"NCPPB No. 422: Catalogue name: Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995 Name as received: Xanthomonas vesicatoria (Doidge 1920) Dowson 1939 Other name: Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978 Country: New Zealand Host: Solanum lycopersicum Year Added: 1957 Type strain of the species: Yes Pathotype strain: No Other references: This isolate is also in the collections; ICMP 63, LMG 911, ATCC 35937 This isolate was isolated by D.W. Dye X1"
NCPPB 423,NCPPB423,Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995,Xanthomonas vesicatoria (Doidge 1920) Dowson 1939,Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978,,Solanum lycopersicum,New Zealand,ICMP 65; LMG 916,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=423,,,1957,No,No,"This isolate is also in the collections; ICMP 65, LMG 916 This isolate was isolated by D.W. Dye X3",,"NCPPB No. 423: Catalogue name: Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995 Name as received: Xanthomonas vesicatoria (Doidge 1920) Dowson 1939 Other name: Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978 Country: New Zealand Host: Solanum lycopersicum Year Added: 1957 Type strain of the species: No Pathotype strain: No Other references: This isolate is also in the collections; ICMP 65, LMG 916 This isolate was isolated by D.W. Dye X3"
NCPPB 424,NCPPB424,Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995,Xanthomonas vesicatoria (Doidge 1920) Dowson 1939,Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978,,Solanum lycopersicum,New Zealand,ICMP 66; LMG 917,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=424,,,1957,No,No,"This isolate is also in the collections; ICMP 66, LMG 917 This isolate was isolated by D.W. Dye X4",,"NCPPB No. 424: Catalogue name: Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995 Name as received: Xanthomonas vesicatoria (Doidge 1920) Dowson 1939 Other name: Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978 Country: New Zealand Host: Solanum lycopersicum Year Added: 1957 Type strain of the species: No Pathotype strain: No Other references: This isolate is also in the collections; ICMP 66, LMG 917 This isolate was isolated by D.W. Dye X4"
