ncppb_number	biosample_accession	ncbi_uid	discovery_tracks	discovery_tiers	organism	taxid	biosample_host	biosample_geographic_location	biosample_collection_date	biosample_collection_year	biosample_isolation_source	matched_identifier	matched_identifier_type	identifier_strength	matched_field	evidence_class	identity_match_status	taxonomy_status	pathovar_status	identity_review_required	taxonomy_review_required	manual_review_required	decision	original_decision	reviewer_decision	reviewer_notes	reviewer_approved_for_downstream	review_reason	conflicting_ncppb_numbers	source_url
NCPPB 466	SAMN09425328	9425328	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. punicae	487838	Punica granatum	India	1957	1957		LMG 859	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN09425328
NCPPB 2475	SAMEA3139044	3216490	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. viticola	487899						LMG 965	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_genus_different_species	same_pathovar	no	yes	yes	accept	accept			no	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMEA3139044
NCPPB 466	SAMEA3138416	3215862	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. punicae str. LMG 859	1085630						LMG 859	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA3138416
NCPPB 2594	SAMN03177544	3177544	other_references	expected_genus:Xanthomonas	Xanthomonas euvesicatoria	456327	Capsicum frutescens	Brazil	missing		missing	LMG 933	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN03177544
NCPPB 4407	SAMN03265443	3265443	other_references	expected_genus:Xanthomonas	Xanthomonas sacchari	56458	Saccharum officinarum	Guadeloupe	1980	1980		LMG 476	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN03265443
NCPPB 2217	SAMEA5613848	13863231	other_references	expected_genus:Xylophilus	Xylophilus ampelinus	54067						LMG 5856	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA5613848
NCPPB 4466	SAMN40354561	40354561	other_references	expected_genus:Xanthomonas	Xanthomonas dyei	743699	Lobelia erinus	United Kingdom	1967	1967		WHRI 64A	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	compatible_synonym	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN40354561
NCPPB 4631	SAMN40354518	40354518	other_references	expected_genus:Xanthomonas	Xanthomonas campestris	339	Cheiranthus	Not collected	Not collected			WHRI 8482	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN40354518
NCPPB 4601	SAMN36318506	36318506	other_references	expected_genus:Xanthomonas	Xanthomonas floridensis	1843580	Nasturtium officinale	USA	2014	2014		WHRI 8848	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN36318506
NCPPB 4600	SAMN27412262	27412262	other_references	expected_genus:Xanthomonas	Xanthomonas nasturtii	1843581	Nasturtium officinale	USA	missing		missing	WHRI 8853	collection_number	strong	identifiers	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN27412262
NCPPB 4666	SAMN27412261	27412261	other_references	expected_genus:Xanthomonas	Xanthomonas nasturtii	1843581	Nasturtium officinale	USA	missing		missing	WHRI 8984	collection_number	strong	identifiers	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN27412261
NCPPB 4669	SAMN36368340	36368340	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	Brassica oleracea	Nepal	2001	2001		WHRI 8450A	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN36368340
NCPPB 4670	SAMN36368317	36368317	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	Brassica oleracea	USA	not collected			WHRI 3849A	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN36368317
NCPPB 4661	SAMN36368309	36368309	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	Brassica oleracea	USA	not collected			WHRI 3811	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN36368309
NCPPB 4671	SAMN36368308	36368308	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	Brassica oleracea	United Kingdom	1984	1984		WHRI 1279A	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN36368308
NCPPB 4668	SAMN36346923	36346923	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	Brassica rapa	Portugal	1996	1996		WHRI 6181	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN36346923
NCPPB 4663	SAMN36293677	36293677	other_references	expected_genus:Xanthomonas	Xanthomonas campestris	339	Erysimum sp.	United Kingdom	2016	2016		WHRI 8960	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN36293677
NCPPB 4665	SAMN36001542	36001542	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	Brassica oleracea	United Kingdom	2016	2016		WHRI 8964	collection_number	strong	identifiers	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN36001542
NCPPB 4664	SAMN36001541	36001541	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	Brassica napus	United Kingdom	2016	2016		WHRI 8959A	collection_number	strong	identifiers	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN36001541
NCPPB 4662	SAMN36001539	36001539	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	Brassica napus	United Kingdom	2015	2015		WHRI 8909A	collection_number	strong	identifiers	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN36001539
NCPPB 4660	SAMN36001536	36001536	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	Brassica oleracea	United Kingdom	2014	2014		WHRI 8891A	collection_number	strong	identifiers	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN36001536
NCPPB 4669	SAMN10440482	10440482	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	Brassica oleracea var. capitata	Nepal: Dhankuta	2001	2001		WHRI 8450A	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN10440482
NCPPB 4668	SAMN10440477	10440477	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	Brassica rapa	Portugal: Sardoal	1996	1996		WHRI 6181	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN10440477
NCPPB 4671	SAMN10440469	10440469	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	Brassica oleracea var. capitata	United Kingdom: Cornwall	1984	1984		WHRI 1279A	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN10440469
NCPPB 4670	SAMN10440467	10440467	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	Brassica oleracea var. botrytis	USA	missing			WHRI 3849A	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN10440467
NCPPB 4661	SAMN10440464	10440464	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	Brassica oleracea	USA	missing			WHRI 3811	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN10440464
NCPPB 4600	SAMN04922375	4922375	other_references	expected_genus:Xanthomonas	Xanthomonas nasturtii	1843581		USA:Florida	2014	2014	watercress	WHRI 8853	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN04922375
NCPPB 4601	SAMN04922374	4922374	other_references	expected_genus:Xanthomonas	Xanthomonas floridensis	1843580		USA:Florida	2014	2014	watercress	WHRI 8848	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN04922374
NCPPB 4666	SAMN09828208	9828208	other_references	expected_genus:Xanthomonas	Xanthomonas nasturtii	1843581	Watercress	USA:Hawaii	not collected			WHRI 8984	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN09828208
NCPPB 529	SAMEA119935316	52770781	other_references	expected_genus	Xanthomonas sp.	29446			missing: third party data		missing: third party data					no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMEA119935316
NCPPB 529	SAMEA119585882	52423843	other_references	expected_genus	Xanthomonas campestris	339			missing: third party data		missing: third party data					no_exact_identifier	no_exact_identifier	same_name	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMEA119585882
NCPPB 1607	SAMEA104068692	7162776	other_references	expected_genus	Xanthomonas fragariae	48664						B2165	donor_reference	medium	culture_collection	structured_exact_identifier	conflicting_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	yes	yes	yes	review	review			no	conflicting_ncppb_identifier	1469	https://www.ncbi.nlm.nih.gov/biosample/SAMEA104068692
NCPPB 1697	SAMN41985095	41985095	other_references	expected_genus	Xanthomonas euvesicatoria	456327	pepper	USA: Florida	2020	2020						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN41985095
NCPPB 1697	SAMN42161506	42161506	other_references	expected_genus	Xanthomonas sp. NCPPB 2632	3240912	Lolium perenne	United Kingdom	1973	1973						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier	2632	https://www.ncbi.nlm.nih.gov/biosample/SAMN42161506
NCPPB 1697	SAMN22552829	22552829	other_references	expected_genus	Xanthomonas campestris pv. armoraciae	329463	Iberis sp.	Tanzania	not collected							no_exact_identifier	no_exact_identifier	compatible_synonym	pathovar_mismatch	no	no	no	reject	reject			no	no_exact_identifier	347	https://www.ncbi.nlm.nih.gov/biosample/SAMN22552829
NCPPB 1697	SAMN40621678	40621678	other_references	expected_genus	Xanthomonas oryzae pv. oryzicola	129394	rice	Madagascar	2013	2013						no_exact_identifier	no_exact_identifier	same_genus_different_species	pathovar_mismatch	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN40621678
NCPPB 1697	SAMEA4590056	8970083	other_references	expected_genus	Xanthomonas fragariae	48664	Fragaria hybrid cv. Campinas		1990	1990	diseased strawberry					no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier	3743	https://www.ncbi.nlm.nih.gov/biosample/SAMEA4590056
NCPPB 1697	SAMEA4590053	8970080	other_references	expected_genus	Xanthomonas fragariae	48664	Fragaria � ananassa Duchesne		1977	1977	diseased strawberry					no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMEA4590053
NCPPB 1697	SAMEA4590017	8970044	other_references	expected_genus	Xanthomonas fragariae	48664	Fragaria � ananassa Duchesne		1996	1996	diseased strawberry					no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMEA4590017
NCPPB 1697	SAMEA4590014	8970041	other_references	expected_genus	Xanthomonas fragariae	48664	Fragaria 'Cambridge vigour'		1996	1996	diseased strawberry					no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMEA4590014
NCPPB 1697	SAMEA4590012	8970039	other_references	expected_genus	Xanthomonas fragariae	48664	Variety Figaro		2010	2010	diseased strawberry					no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMEA4590012
NCPPB 1699	SAMN03144634	3144634	other_references	expected_genus	Xanthomonas citri pv. mangiferaeindicae BCRC 13182	1262658	mango	Taiwan:Taichung	missing							no_exact_identifier	no_exact_identifier	same_name	pathovar_mismatch	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN03144634
NCPPB 1699	SAMN02472095	2472095	other_references	expected_genus	Xanthomonas citri pv. aurantifolii str. ICPB 11122	427081										no_exact_identifier	no_exact_identifier	same_name	pathovar_mismatch	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN02472095
NCPPB 1699	SAMN09791863	9791863	other_references	expected_genus	Xanthomonas oryzae pv. oryzae	64187	Oryza sativa	Philippines	1981	1981						no_exact_identifier	no_exact_identifier	same_genus_different_species	pathovar_mismatch	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN09791863
NCPPB 1699	SAMN09791860	9791860	other_references	expected_genus	Xanthomonas oryzae pv. oryzae	64187	Oryza sativa	India	1965	1965						no_exact_identifier	no_exact_identifier	same_genus_different_species	pathovar_mismatch	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN09791860
NCPPB 1833	SAMEA114957256	54029158	other_references	expected_genus	Xanthomonas cassavae CFBP 4642	1219375			not collected							separated_query_terms_only	separated_query_terms_only	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	separated_query_terms_only		https://www.ncbi.nlm.nih.gov/biosample/SAMEA114957256
NCPPB 1925	SAMN28167367	28167367	other_references	expected_genus	Xanthomonas sontii	2650745		China:XiShuangBanNa	missing		seed					no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN28167367
