ncppb_number	ncppb_current_name	confirmed_biosample_accessions	provisional_biosample_accessions	preferred_resource_type	preferred_biosample_accession	preferred_sequence_accessions	preferred_sequence_scope	preferred_assembly_level	sequence_bioproject_accessions	phylogeny_readiness	download_tool	download_command	qc_required	identity_review_required	taxonomy_review_required	selection_block_reason	selection_reason
NCPPB 4632	Xanthomonas dyei pv. eucalypti Young et al. 2010	SAMN56511380		sra_wgs_reads	SAMN56511380	SRR37629078; SRR37789895	whole_genome_shotgun_reads		PRJNA1437458	raw_wgs_reads_require_assembly_and_qc	NCBI SRA Toolkit	prefetch SRR37629078 && fasterq-dump SRR37629078 --split-files --outdir fastq/NCPPB_4632 ; prefetch SRR37789895 && fasterq-dump SRR37789895 --split-files --outdir fastq/NCPPB_4632	yes	no	no		No confirmed assembly; selected WGS genomic run(s) from the BioSample with the most reported bases.
NCPPB 4633	Xanthomonas dyei Young et al. 2010	SAMN56511381		sra_wgs_reads	SAMN56511381	SRR37629077; SRR37789894	whole_genome_shotgun_reads		PRJNA1437458	raw_wgs_reads_require_assembly_and_qc	NCBI SRA Toolkit	prefetch SRR37629077 && fasterq-dump SRR37629077 --split-files --outdir fastq/NCPPB_4633 ; prefetch SRR37789894 && fasterq-dump SRR37789894 --split-files --outdir fastq/NCPPB_4633	yes	no	no		No confirmed assembly; selected WGS genomic run(s) from the BioSample with the most reported bases.
NCPPB 4634	Xanthomonas dyei Young et al. 2010	SAMN56511382		sra_wgs_reads	SAMN56511382	SRR37629076; SRR37789893	whole_genome_shotgun_reads		PRJNA1437458	raw_wgs_reads_require_assembly_and_qc	NCBI SRA Toolkit	prefetch SRR37629076 && fasterq-dump SRR37629076 --split-files --outdir fastq/NCPPB_4634 ; prefetch SRR37789893 && fasterq-dump SRR37789893 --split-files --outdir fastq/NCPPB_4634	yes	no	no		No confirmed assembly; selected WGS genomic run(s) from the BioSample with the most reported bases.
NCPPB 4635	Xanthomonas campestris pv. tardicrescens			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4660	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36001536		assembly	SAMN36001536	GCF_034553975.1	whole_genome_assembly	Contig	PRJNA988133	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_034553975.1 --include genome --filename NCPPB_4660_GCF_034553975.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 4661	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36368309; SAMN10440464		assembly	SAMN10440464	GCF_047458975.1	whole_genome_assembly	Contig	PRJNA505826	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_047458975.1 --include genome --filename NCPPB_4661_GCF_047458975.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 4662	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36001539		assembly	SAMN36001539	GCF_034554015.1	whole_genome_assembly	Contig	PRJNA988133	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_034554015.1 --include genome --filename NCPPB_4662_GCF_034554015.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 4663	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36293677		assembly	SAMN36293677	GCF_035011845.1	whole_genome_assembly	Contig	PRJNA485808	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_035011845.1 --include genome --filename NCPPB_4663_GCF_035011845.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 4664	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36001541		assembly	SAMN36001541	GCF_034554075.1	whole_genome_assembly	Contig	PRJNA988133	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_034554075.1 --include genome --filename NCPPB_4664_GCF_034554075.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 4665	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36001542		assembly	SAMN36001542	GCF_034554095.1	whole_genome_assembly	Contig	PRJNA988133	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_034554095.1 --include genome --filename NCPPB_4665_GCF_034554095.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 4666	Xanthomonas nasturtii Vicente et al., 2017	SAMN27412261; SAMN09828208		assembly	SAMN09828208	GCF_003409975.1	whole_genome_assembly	Scaffold	PRJNA485802	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_003409975.1 --include genome --filename NCPPB_4666_GCF_003409975.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 4668	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36346923; SAMN10440477		assembly	SAMN10440477	GCF_047458755.1	whole_genome_assembly	Contig	PRJNA505826	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_047458755.1 --include genome --filename NCPPB_4668_GCF_047458755.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 4669	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36368340; SAMN10440482		assembly	SAMN10440482	GCA_056578565.1	whole_genome_assembly	Contig	PRJNA505826	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCA_056578565.1 --include genome --filename NCPPB_4669_GCA_056578565.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 4670	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36368317; SAMN10440467		assembly	SAMN10440467	GCF_047458875.1	whole_genome_assembly	Contig	PRJNA505826	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_047458875.1 --include genome --filename NCPPB_4670_GCF_047458875.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 4671	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36368308; SAMN10440469		assembly	SAMN10440469	GCF_047458835.1	whole_genome_assembly	Contig	PRJNA505826	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_047458835.1 --include genome --filename NCPPB_4671_GCF_047458835.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 4675	Xanthomonas euroxanthea Martins et al. 2020	SAMEA4722874; SAMEA7742038		assembly	SAMEA7742038	GCF_905187425.1	whole_genome_assembly	Complete Genome	PRJEB42194	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_905187425.1 --include genome --filename NCPPB_4675_GCF_905187425.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 4676	Xanthomonas arboricola pv. juglandis	SAMEA4722873		assembly	SAMEA4722873	GCF_900476315.1	whole_genome_assembly	Contig	PRJEB27248	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_900476315.1 --include genome --filename NCPPB_4676_GCF_900476315.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 4678	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN56511383; SAMN43286080	SAMN49888164	assembly	SAMN43286080	GCF_041521225.1	whole_genome_assembly	Contig	PRJNA774128	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_041521225.1 --include genome --filename NCPPB_4678_GCF_041521225.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 4679	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN56511384	SAMN49888165	sra_wgs_reads	SAMN56511384	SRR37629074; SRR37789891	whole_genome_shotgun_reads		PRJNA1437458	raw_wgs_reads_require_assembly_and_qc	NCBI SRA Toolkit	prefetch SRR37629074 && fasterq-dump SRR37629074 --split-files --outdir fastq/NCPPB_4679 ; prefetch SRR37789891 && fasterq-dump SRR37789891 --split-files --outdir fastq/NCPPB_4679	yes	no	no		No confirmed assembly; selected WGS genomic run(s) from the BioSample with the most reported bases.
NCPPB 4680	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN56511385; SAMN43286081		assembly	SAMN43286081	GCF_041521275.1	whole_genome_assembly	Contig	PRJNA774128	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_041521275.1 --include genome --filename NCPPB_4680_GCF_041521275.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 4681	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN56511386	SAMN17198917; SAMN17198916; SAMN17198915	sra_wgs_reads	SAMN56511386	SRR37629071; SRR37789888	whole_genome_shotgun_reads		PRJNA1437458	raw_wgs_reads_require_assembly_and_qc	NCBI SRA Toolkit	prefetch SRR37629071 && fasterq-dump SRR37629071 --split-files --outdir fastq/NCPPB_4681 ; prefetch SRR37789888 && fasterq-dump SRR37789888 --split-files --outdir fastq/NCPPB_4681	yes	no	no		No confirmed assembly; selected WGS genomic run(s) from the BioSample with the most reported bases.
NCPPB 4682	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN56511387; SAMN43286082		assembly	SAMN43286082	GCF_041519825.1	whole_genome_assembly	Contig	PRJNA774128	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_041519825.1 --include genome --filename NCPPB_4682_GCF_041519825.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 4692	Xanthomonas hydrangeae Dia et al. 2021	SAMN41996498; SAMEA7356589		assembly	SAMN41996498	GCF_041228055.1	whole_genome_assembly	Complete Genome	PRJNA1127218	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_041228055.1 --include genome --filename NCPPB_4692_GCF_041228055.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 4693	Xanthomonas hydrangeae Dia et al. 2021	SAMEA7356591		assembly	SAMEA7356591	GCF_905142465.1	whole_genome_assembly	Complete Genome	PRJEB38813	assembly_available_qc_required	NCBI Datasets CLI	datasets download genome accession GCF_905142465.1 --include genome --filename NCPPB_4693_GCF_905142465.1.zip	yes	no	no		Selected the highest assembly level, then preferred RefSeq and higher contig N50.
NCPPB 4698	Xanthomonas hortorum Vauterin et al. 1995			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4699	Xanthomonas hortorum Vauterin et al. 1995			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4700	Xanthomonas hortorum Vauterin et al. 1995			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4701	Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4702	Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4703	Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4704	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017		SAMN36357988	none						identity_review_required_before_use			not_applicable	yes	no		Only provisional BioSample identity evidence is available; do not include in a tree before review.
NCPPB 4705	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017		SAMN36357994; SAMN07735936	none						identity_review_required_before_use			not_applicable	yes	no		Only provisional BioSample identity evidence is available; do not include in a tree before review.
NCPPB 4706	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4707	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017		SAMN36357996	none						identity_review_required_before_use			not_applicable	yes	no		Only provisional BioSample identity evidence is available; do not include in a tree before review.
NCPPB 4708	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4709	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995		SAMN36358007	none						identity_review_required_before_use			not_applicable	yes	no		Only provisional BioSample identity evidence is available; do not include in a tree before review.
NCPPB 4710	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017		SAMN36701295; SAMN36357995; SAMN08773711	none						identity_review_required_before_use			not_applicable	yes	no		Only provisional BioSample identity evidence is available; do not include in a tree before review.
NCPPB 4711	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4712	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017		SAMN36701296; SAMN36357998; SAMN08773805	none						identity_review_required_before_use			not_applicable	yes	no		Only provisional BioSample identity evidence is available; do not include in a tree before review.
NCPPB 4713	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4714	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017		SAMN36357997	none						identity_review_required_before_use			not_applicable	yes	no		Only provisional BioSample identity evidence is available; do not include in a tree before review.
NCPPB 4715	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4716	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017		SAMN36357991	none						identity_review_required_before_use			not_applicable	yes	no		Only provisional BioSample identity evidence is available; do not include in a tree before review.
NCPPB 4717	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4718	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4719	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4720	Xanthomonas campestris pv. cannae Easwaramurthy et al.			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4721	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4722	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4727	Xanthomonas euvesicatoria pv. zingibericola (Ren and Fang 1981) Harrison et al. 2023			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4728	Xanthomonas euvesicatoria pv. zingibericola (Ren and Fang 1981) Harrison et al. 2023			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4729	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4730	Xanthomonas euvesicatoria pv. zingibericola (Ren & Fang 1981) Harrison et al. 2023			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4731	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
NCPPB 4732	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991			none						no_confirmed_public_sequence			not_applicable	no	no		No confirmed Assembly or WGS SRA run is linked to this strain.
