ncppb_number	snapshot_status	ncppb_current_name	expected_genus	scope_status	catalogue_host	catalogue_country	ncbi_biosample_match_count	ncbi_assembly_count	ncbi_sra_run_count	ncbi_bioproject_count	ncbi_sequence_resource_count	ncbi_record_match_count	ncbi_eligible_assembly_count	ncbi_eligible_sra_run_count	ncbi_eligible_sequence_resource_count	ncbi_taxonomy_blocked_resource_count	has_confirmed_ncbi_data	ncbi_data_status	sequence_availability_category	phylogeny_readiness	manual_review_required	confirmed_biosample_accessions	linked_assembly_accessions	linked_sra_run_accessions	assembly_accessions	sra_run_accessions	bioproject_accessions	taxonomy_blocked_biosample_accessions
NCPPB 2918	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Crambe sp.	Malawi	2	2	2	4	4	10	2	2	4	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN57360828; SAMN22552833	GCF_020813055.1; GCF_057218975.1	SRR29823155; SRR38178864	GCF_057218975.1; GCF_020813055.1	SRR38178864; SRR29823155	PRJNA485808; PRJNA774128	
NCPPB 2919	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Manihot esculenta	Zaire	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2920	present_in_both	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Triticum durum x Secale cereale.	Mexico	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2921	present_in_both	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	Xanthomonas	current_xanthomonas	Oryza sativa	Malaysia	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2922	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Matthiola incana, stock	Rhodesia	2	1	2	3	3	8	1	1	2	3	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	yes	SAMN43286070; SAMN42485110	GCF_041520885.1	SRR29821703; SRR30327310	GCF_041520885.1	SRR30327310	PRJNA485808	SAMN42485110
NCPPB 2925	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Oryza sativa	Denmark	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2927	present_in_both	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Juglans regia	Iran	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2928	present_in_both	Xanthomonas campestris pv. azadirachtae (Desai et al.1966) Dye 1978	Xanthomonas	current_xanthomonas	Azadirachta indica	India	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2930	present_in_both	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Sorghum vulgare	Solomon Isles	1	1	1	3	2	6	0	0	0	6	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN41764005	GCF_042867205.1	SRR29357488				SAMN41764005
NCPPB 2931	present_in_both	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas	current_xanthomonas	Glycine max	Nepal	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2932	present_in_both	Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Datura metel	India	1	1	1	3	2	6	0	0	0	6	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN19988982	GCF_019201325.1	SRR15305431				SAMN19988982
NCPPB 2933	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Calendula officinalis	UK	1	1	2	3	3	7	1	2	3	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN42161512	GCF_056725225.1	SRR29644163; SRR30040141	GCF_056725225.1	SRR29644163; SRR30040141	PRJNA1129555	
NCPPB 2934	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Cayratia carnosa	India	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2935	present_in_both	Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Datura stramonium	India	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2936	present_in_both	Xanthomonas euvesicatoria pv. argemones (Srinivasan et al. 1961) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Argemone mexicana	India	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2938	present_in_both	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas	current_xanthomonas	Glycine max	Indonesia	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2949	present_in_both	Xanthomonas fragariae Kennedy and King 1962	Xanthomonas	current_xanthomonas	Fragaria ananassa	Australia	1	0	1	1	1	3	0	1	1	0	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	no	SAMN39942673		SRR27965829		SRR27965829	PRJNA991941	
NCPPB 2953	present_in_both	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	Xanthomonas	current_xanthomonas	Populus trichocarpa	France	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2955	present_in_both	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	Xanthomonas	current_xanthomonas	Populus canadensis cv. regenerat a	France	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2959	present_in_both	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	Xanthomonas	current_xanthomonas	Populus canadensis cv. Regenerata	France	4	2	1	7	3	14	2	1	3	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN05560300; SAMN43284582; SAMD00253073; SAMEA5613906	GCA_042665655.1; GCF_002940065.1	ERR3330981	GCF_002940065.1; GCA_042665655.1	ERR3330981	PRJNA338640; PRJNA595761; PRJEB32402	
NCPPB 2960	present_in_both	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	Xanthomonas	current_xanthomonas	Populus canadensis cv. Brabantica	France	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2963	present_in_both	Xanthomonas populi subsp. populi (ex Ridé 1958) van den Mooter & Swings 1990	Xanthomonas	current_xanthomonas	Populus trichocarpa x Populus deltoides	Belgium	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2965	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Manihot esculenta	Brazil	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2967	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Manihot esculenta	Brazil	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2968	present_in_both	Xanthomonas euvesicatoria pv. euvesicatoria (Jones et al. 2006) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Capsicum frutescens	USA	3	2	3	5	5	13	2	3	5	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN23026081; SAMN05003920; SAMN02903176	GCF_001401555.1; GCF_020880415.1	SRR1509955; SRR16936533; SRR3530404	GCF_020880415.1; GCF_001401555.1	SRR16936533; SRR3530404; SRR1509955	PRJNA779265; PRJNA321803; PRJNA254374	
NCPPB 2969	present_in_both	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas	current_xanthomonas	Saccharum officinarum	Fiji	12	1	22	4	23	39	1	22	23	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN37985479; SAMN37985478; SAMN37985477; SAMN37985476; SAMN37985475; SAMN37985474; SAMN37985473; SAMN37985472; SAMN37985471; SAMN37985470; SAMN37985469; SAMN05526486	GCF_002939705.1	SRR26525673; SRR26525674; SRR26525675; SRR26525676; SRR26525677; SRR26525678; SRR26525679; SRR26525680; SRR26525681; SRR26525682; SRR26525683; SRR26525684; SRR26525685; SRR26525686; SRR26525687; SRR26525688; SRR26525689; SRR26525690; SRR26525691; SRR26525692; SRR26525693; SRR26525694	GCF_002939705.1	SRR26525693; SRR26525694; SRR26525691; SRR26525692; SRR26525689; SRR26525690; SRR26525687; SRR26525688; SRR26525683; SRR26525684; SRR26525679; SRR26525680; SRR26525685; SRR26525686; SRR26525681; SRR26525682; SRR26525677; SRR26525678; SRR26525675; SRR26525676; SRR26525673; SRR26525674	PRJNA1032123; PRJNA338244	
NCPPB 2970	present_in_both	Xanthomonas campestris pv. papavericola (Bryan and McWhorter 1930) Dye 1978	Xanthomonas	current_xanthomonas	Papaver rhoeas	USA	1	1	2	3	3	7	1	2	3	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN22552843	GCF_020813015.2	SRR27397525; SRR29823154	GCF_020813015.2	SRR27397525; SRR29823154	PRJNA774128	
NCPPB 2973	present_in_both	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Cassia tora	Unknown	1	1	2	3	3	7	1	2	3	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN42178454	GCF_053646635.1	SRR29654627; SRR30037585	GCF_053646635.1	SRR29654627; SRR30037585	PRJNA1129911	
NCPPB 2977	present_in_both	Xanthomonas citri pv. thirumalacharii (Padhya & Patel 1964) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Triumfetta pilosa	India	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2978	present_in_both	Xanthomonas campestris pv. zantedeschiae (Joubert & Truter 1972) Dye 1978	Xanthomonas	current_xanthomonas	Zantedeschia aethiopica	South Africa	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2982	present_in_both	Xanthomonas cissicola (Takimoto 1939) Rudra and Gupta 2021	Xanthomonas	current_xanthomonas	Cissus japonica	Japan	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2983	present_in_both	Xanthomonas campestris pv. phormiicola (Takimoto 1933) Dye 1978	Xanthomonas	current_xanthomonas	Phormium tenax	Japan	1	1	1	2	2	5	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN22555472	GCF_020783715.1	SRR22272563	GCF_020783715.1	SRR22272563	PRJNA774146	
NCPPB 2985	present_in_both	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Pelargonium peltatum	New Zealand	3	2	4	6	6	15	2	4	6	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMEA6962649; SAMN24251549; SAMN09704270	GCF_021353095.1; GCF_903978215.1	ERR4326261; ERR4327119; SRR17286018; SRR7628820	GCF_903978215.1; GCF_021353095.1	ERR4326261; ERR4327119; SRR17286018; SRR7628820	PRJEB38812; PRJNA790934; PRJNA482368	
NCPPB 2986	present_in_both	Xanthomonas campestris pv. aberrans (Knosel 1961) Dye 1978	Xanthomonas	current_xanthomonas	Brassica oleracea var. capitata	Australia	3	2	3	5	5	13	1	2	3	4	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	yes	SAMN22552830; SAMN17385948; SAMN36368323	GCA_035023805.1; GCF_020813115.1	SRR14648466; SRR25205306; SRR29823153	GCF_020813115.1	SRR29823153; SRR14648466	PRJNA774128; PRJNA693392	SAMN36368323
NCPPB 2987	present_in_both	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	Xanthomonas	current_xanthomonas	Populus koreana trichocarpa	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 2997	present_in_both	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Cyamopsis tetragonolobus	USA	1	0	2	1	2	4	0	2	2	0	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	no	SAMN42180198		SRR29655432; SRR30037605		SRR29655432; SRR30037605	PRJNA1130018	
NCPPB 2998	present_in_both	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Cyamopsis tetragonolobus	USA	1	0	2	1	2	4	0	2	2	0	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	no	SAMN42180199		SRR29655431; SRR30037604		SRR29655431; SRR30037604	PRJNA1130018	
NCPPB 3002	present_in_both	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas	current_xanthomonas	Oryza sativa	India	2	2	4	4	6	12	2	4	6	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN40354541; SAMN02440720	GCF_000482445.1; GCF_040202795.2	SRR1592662; SRR1592663; SRR28281451; SRR30284785	GCF_040202795.2; GCF_000482445.1	SRR28281451; SRR30284785; SRR1592662; SRR1592663	PRJNA991976; PRJNA195863	
NCPPB 3003	present_in_both	Xanthomonas axonopodis pv. begoniae (Takimoto 1934) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Begonia sp.	New Zealand	1	1	0	2	1	4	1	0	1	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN05559875	GCF_002940645.1		GCF_002940645.1		PRJNA338534	
NCPPB 3005	present_in_both	Xanthomonas marantae Zagatto & Pereira 1963	Xanthomonas	current_xanthomonas	Maranta arundinacea	Brazil	1	1	2	3	3	7	0	0	0	7	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN41997674	GCF_041228095.2	SRR29501315; SRR30016870				SAMN41997674
NCPPB 3020	present_in_both	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas	current_xanthomonas	Lolium multiflorum	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3022	present_in_both	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas	current_xanthomonas	Oryza sativa	Colombia	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3024	present_in_both	Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978	Xanthomonas	current_xanthomonas	Zinnia sp.	USA	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3026	present_in_both	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987	Xylophilus	reclassified_outside_xanthomonas	Vitis vinifera	Italy	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3027	present_in_both	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987	Xylophilus	reclassified_outside_xanthomonas	Vitis vinifera	Italy	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3028	present_in_both	Xanthomonas fragariae Kennedy and King 1962	Xanthomonas	current_xanthomonas	Fragaria sp.	Brazil	1	0	1	1	1	3	0	1	1	0	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	no	SAMN39942674		SRR27965828		SRR27965828	PRJNA991941	
NCPPB 3035	present_in_both	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Phaseolus vulgaris	USA	2	2	3	4	5	11	2	3	5	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN41997685; SAMN03142817	GCF_000774035.1; GCF_041228065.2	SRR2052883; SRR29501375; SRR30037810	GCF_041228065.2; GCF_000774035.1	SRR29501375; SRR30037810; SRR2052883	PRJNA774146; PRJNA264819	
NCPPB 3040	present_in_both	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas	current_xanthomonas	Lolium muliflorum cv. Italco	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3041	present_in_both	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas	current_xanthomonas	Festuca sp.	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3058	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Manihot esculenta	Zaire	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3059	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Manihot esculenta	Zaire	2	0	0	0	0	2	0	0	0	2	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	confirmed_biosample_metadata_only	yes	SAMEA247356; SAMEA4156338						SAMEA247356; SAMEA4156338
NCPPB 3060	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Manihot esculenta	Nigeria	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3061	present_in_both	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Manihot esculenta	Rwanda	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3062	present_in_both	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Manihot esculenta	Rwanda	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3066	present_in_both	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas	current_xanthomonas	Lolium multiflorum cv. Italco	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3078	present_in_both	Xanthomonas arboricola Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Mangifera indica	Brazil	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3079	present_in_both	Xanthomonas euvesicatoria pv. paulliniae (Robbs, Medieros & Kimura 1982) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Paullinia cupana	Brazil	1	1	1	3	2	6	0	0	0	6	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN19988983	GCF_019201285.1	SRR15305429				SAMN19988983
NCPPB 3082	present_in_both	Xanthomonas euvesicatoria pv. paulliniae (Robbs, Medieros & Kimura 1982) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Paullinia cupana	Brazil	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3086	present_in_both	Xanthomonas axonopodis pv. desmodiilaxiflori (Pant & Kulkarni 1977) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Desmodium laxiflorum	India	1	1	2	3	3	7	1	2	3	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN42278568	GCF_041475625.1	SRR29692758; SRR30016546	GCF_041475625.1	SRR29692758; SRR30016546	PRJNA742925	
NCPPB 3092	present_in_both	Xanthomonas axonopodis pv. clitoriae (Pandit & Kulkarni 1979) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Clitoria biflora	India	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3110	present_in_both	Xanthomonas citri pv. anacardii (Ah-You et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Mangifera indica	Brazil	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3114	present_in_both	Xanthomonas citri pv. merremiae (Pant & Kulkarni 1976) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Merremia gangetica	India	1	1	1	1	2	4	0	0	0	4	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN19988993	GCA_019201545.1	SRR15305415				SAMN19988993
NCPPB 3119	present_in_both	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Pelargonium hortorum	Belgium	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
