ncppb_number	snapshot_status	v1_current_name	v2_current_name	v1_other_references	v2_other_references	name_changed	other_references_changed
NCPPB 3753	present_in_both	Xanthomonas campestris pv. cannabis Severin 1978	Xanthomonas campestris pv. cannabis Severin 1978	This isolate is also in the collections; ICMP 9854 This isolate was isolated by Y. Takiwawa XCN 8201 (546)	This isolate is also in the collections; ICMP 9854 This isolate was isolated by Y. Takiwawa XCN 8201 (546)	no	no
NCPPB 3754	present_in_both	Xanthomonas campestris pv. cannabis Severin 1978	Xanthomonas campestris pv. cannabis Severin 1978	This isolate is also in the collections; ICMP 9857 This isolate was isolated by Y. Takiwawa XCN 8203 (548)	This isolate is also in the collections; ICMP 9857 This isolate was isolated by Y. Takiwawa XCN 8203 (548)	no	no
NCPPB 3758	present_in_both	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	The donor reference is IBSBF 771 The source of this isolate was ex I.M.G. Almeida	The donor reference is IBSBF 771 The source of this isolate was ex I.M.G. Almeida	no	no
NCPPB 3759	present_in_both	Xanthomonas euvesicatoria pv. obscurae (Chand & Singh 1994) Harrison et al. 2023	Xanthomonas euvesicatoria pv. obscurae (Chand & Singh 1994) Harrison et al. 2023	This isolate is also in the collections; ICMP 12547 This isolate was isolated by R. Chand 1	This isolate is also in the collections; ICMP 12547 This isolate was isolated by R. Chand 1	no	no
NCPPB 3761	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	This isolate was isolated by R. Chand 4	This isolate was isolated by R. Chand 4	no	no
NCPPB 3776	present_in_both	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	This isolate was isolated by D.E. Stead	This isolate was isolated by D.E. Stead	no	no
NCPPB 3786	present_in_both	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	The donor reference is 9 This isolate was isolated by ex K.I. Beltyukova 9	The donor reference is 9 This isolate was isolated by ex K.I. Beltyukova 9	no	no
NCPPB 3795	present_in_both	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	This isolate is also in the collections; ICMP 11060 This isolate was isolated by J. Duff 19207	This isolate is also in the collections; ICMP 11060 This isolate was isolated by J. Duff 19207	no	no
NCPPB 3796	present_in_both	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	This isolate is also in the collections; ICMP 11059 This isolate was isolated by J. Duff 19206	This isolate is also in the collections; ICMP 11059 This isolate was isolated by J. Duff 19206	no	no
NCPPB 3797	present_in_both	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	This isolate was isolated by J.E. Sellwood A5125/	This isolate was isolated by J.E. Sellwood A5125/	no	no
NCPPB 3799	present_in_both	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	This isolate was isolated by J.E. Sellwood A5128/1	This isolate was isolated by J.E. Sellwood A5128/1	no	no
NCPPB 3800	present_in_both	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	The donor reference is 13	The donor reference is 13	no	no
NCPPB 3801	present_in_both	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	The donor reference is 14	The donor reference is 14	no	no
NCPPB 3829	present_in_both	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	This isolate was isolated by A. Sletten 78-38	This isolate was isolated by A. Sletten 78-38	no	no
NCPPB 3830	present_in_both	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	This isolate was isolated by A. Sletten 80-20	This isolate was isolated by A. Sletten 80-20	no	no
NCPPB 3831	present_in_both	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	This isolate was isolated by A. Sletten 80-22	This isolate was isolated by A. Sletten 80-22	no	no
NCPPB 3832	present_in_both	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	This isolate was isolated by J.E. Sellwood A6340	This isolate was isolated by J.E. Sellwood A6340	no	no
NCPPB 3870	present_in_both	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	This isolate was isolated by M Scortichini ISPAVE-B-018	This isolate was isolated by M Scortichini ISPAVE-B-018	no	no
NCPPB 3875	present_in_both	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	This isolate was isolated by M Scortichini ISPAVE-B- 016	This isolate was isolated by M Scortichini ISPAVE-B- 016	no	no
NCPPB 3876	present_in_both	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	This isolate was isolated by M Scortichini ISPAVE-B-017	This isolate was isolated by M Scortichini ISPAVE-B-017	no	no
NCPPB 3877	present_in_both	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	This isolate was isolated by M Scortichini ISPAVE-B-004	This isolate was isolated by M Scortichini ISPAVE-B-004	no	no
NCPPB 3878	present_in_both	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	This isolate was isolated by M Scortichini ISPAVE-B-006	This isolate was isolated by M Scortichini ISPAVE-B-006	no	no
NCPPB 3880	present_in_both	Pseudomonas syringae pv. pisi (Sacket 1916) Young, Dye & Wilkie 1978	Pseudomonas syringae pv. pisi (Sacket 1916) Young, Dye & Wilkie 1978	The donor reference is A5922	The donor reference is A5922	no	no
NCPPB 3883	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	This isolate was isolated by J.D. Mihail 90-101 The source of this isolate was ex C.N. Hodge	This isolate was isolated by J.D. Mihail 90-101 The source of this isolate was ex C.N. Hodge	no	no
NCPPB 3884	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	This isolate was isolated by J.D. Mihail 90-101 The source of this isolate was ex C.N. Hodge	This isolate was isolated by J.D. Mihail 90-101 The source of this isolate was ex C.N. Hodge	no	no
NCPPB 3885	present_in_both	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	This isolate was isolated by R. Chand BHV RCI	This isolate was isolated by R. Chand BHV RCI	no	no
NCPPB 3886	present_in_both	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	This isolate was isolated by R. Chand RC2A	This isolate was isolated by R. Chand RC2A	no	no
NCPPB 3887	present_in_both	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	This isolate was isolated by R. Chand RC2B	This isolate was isolated by R. Chand RC2B	no	no
NCPPB 3888	present_in_both	Xanthomonas campestris pv. parthenii Chand et al. 1995	Xanthomonas campestris pv. parthenii Chand et al. 1995	This isolate is also in the collections; ICMP 12476 This isolate was isolated by R. Chand RC4B	This isolate is also in the collections; ICMP 12476 This isolate was isolated by R. Chand RC4B	no	no
NCPPB 3890	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	This isolate was isolated by A. Aspin A6220	This isolate was isolated by A. Aspin A6220	no	no
NCPPB 3925	present_in_both	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	The donor reference is RCCP	The donor reference is RCCP	no	no
NCPPB 3926	present_in_both	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	The donor reference is RCIPO	The donor reference is RCIPO	no	no
NCPPB 3927	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	The donor reference is IBSBF 1080 This isolate was isolated by ex V.A. Malarotta Jr. The source of this isolate was ex IBSBF	The donor reference is IBSBF 1080 This isolate was isolated by ex V.A. Malarotta Jr. The source of this isolate was ex IBSBF	no	no
NCPPB 3931	present_in_both	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum pv. vitians Morinière et al. 2020	This isolate was isolated by J.E. Sellwood & J.K. Wilson A6520/1	This isolate was isolated by J.E. Sellwood & J.K. Wilson A6520/1	no	no
NCPPB 3932	present_in_both	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum pv. vitians Morinière et al. 2020	This isolate was isolated by J.E. Sellwood & J.K. Wilson A5420/2	This isolate was isolated by J.E. Sellwood & J.K. Wilson A5420/2	no	no
NCPPB 3942	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	This isolate was isolated by L. O'Garro W4	This isolate was isolated by L. O'Garro W4	no	no
NCPPB 3943	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	This isolate was isolated by L. O'Garro G6	This isolate was isolated by L. O'Garro G6	no	no
NCPPB 3944	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	This isolate was isolated by L. O'Garro Fr 58B	This isolate was isolated by L. O'Garro Fr 58B	no	no
NCPPB 3947	present_in_both	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	The donor reference is IMI B9313 This isolate was isolated by J.Bradbury	The donor reference is IMI B9313 This isolate was isolated by J.Bradbury	no	no
NCPPB 3948	present_in_both	Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	The donor reference is IMI B9336 This isolate was isolated by J.Bradbury	The donor reference is IMI B9336 This isolate was isolated by J.Bradbury	no	no
NCPPB 3949	present_in_both	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	The donor reference is IMI B11542 This isolate was isolated by J.Bradbury	The donor reference is IMI B11542 This isolate was isolated by J.Bradbury	no	no
NCPPB 3950	present_in_both	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	The donor reference is IMI B11688 This isolate was isolated by J.Bradbury	The donor reference is IMI B11688 This isolate was isolated by J.Bradbury	no	no
NCPPB 3951	present_in_both	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	The donor reference is IMI B9658 This isolate was isolated by J.Bradbury	The donor reference is IMI B9658 This isolate was isolated by J.Bradbury	no	no
NCPPB 3953	present_in_both	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	The donor reference is IMI B9124 This isolate was isolated by J.Bradbury	The donor reference is IMI B9124 This isolate was isolated by J.Bradbury	no	no
NCPPB 3954	present_in_both	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	The donor reference is IMI B11393 This isolate was isolated by J.Bradbury	The donor reference is IMI B11393 This isolate was isolated by J.Bradbury	no	no
NCPPB 3955	present_in_both	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	The donor reference is IMI B11426 This isolate was isolated by J.Bradbury	The donor reference is IMI B11426 This isolate was isolated by J.Bradbury	no	no
NCPPB 3956	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	The donor reference is IMI B11680b This isolate was isolated by J. Bradbury	The donor reference is IMI B11680b This isolate was isolated by J. Bradbury	no	no
NCPPB 3957	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	The donor reference is IMI B11059 This isolate was isolated by J.Bradbury	The donor reference is IMI B11059 This isolate was isolated by J.Bradbury	no	no
NCPPB 3959	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	The donor reference is IMI B102166 This isolate was isolated by J.Bradbury	The donor reference is IMI B102166 This isolate was isolated by J.Bradbury	no	no
NCPPB 3960	present_in_both	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	This isolate was isolated by A. Aspin CSL962462	This isolate was isolated by A. Aspin CSL962462	no	no
NCPPB 4013	present_in_both	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	The donor reference is 6 This isolate is also in the collections; ICMP 10007	The donor reference is 6 This isolate is also in the collections; ICMP 10007	no	no
NCPPB 4014	present_in_both	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	The donor reference is SB-K	The donor reference is SB-K	no	no
NCPPB 4015	present_in_both	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	The donor reference is M-9	The donor reference is M-9	no	no
NCPPB 4031	present_in_both	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	The donor reference is 972200 This isolate was isolated by A. Aspin The source of this isolate was ADAS 97001669	The donor reference is 972200 This isolate was isolated by A. Aspin The source of this isolate was ADAS 97001669	no	no
NCPPB 4032	present_in_both	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	The donor reference is 972270 This isolate was isolated by A. Aspin	The donor reference is 972270 This isolate was isolated by A. Aspin	no	no
NCPPB 4033	present_in_both	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum pv. vitians Morinière et al. 2020	The donor reference is 700a This isolate was isolated by ex. F. Sahin	The donor reference is 700a This isolate was isolated by ex. F. Sahin	no	no
NCPPB 4034	present_in_both	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum pv. vitians Morinière et al. 2020	The donor reference is 701a This isolate was isolated by ex. F. Sahin	The donor reference is 701a This isolate was isolated by ex. F. Sahin	no	no
NCPPB 4037	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	The donor reference is 981703 This isolate was isolated by A Aspin	The donor reference is 981703 This isolate was isolated by A Aspin	no	no
NCPPB 4058	present_in_both	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum pv. vitians Morinière et al. 2020	The donor reference is 985855 This isolate was isolated by H. Stanford	The donor reference is 985855 This isolate was isolated by H. Stanford	no	no
NCPPB 4181	present_in_both	Xanthomonas fragariae Kennedy and King 1962	Xanthomonas fragariae Kennedy and King 1962	The donor reference is 463	The donor reference is 463	no	no
NCPPB 4183	present_in_both	Xanthomonas arboricola pv. fragariae Janse et al 2001	Xanthomonas arboricola pv. fragariae Janse et al 2001	The donor reference is PD2806 This isolate is also in the collections; 17065 This isolate was isolated by JD Janse	The donor reference is PD2806 This isolate is also in the collections; 17065 This isolate was isolated by JD Janse	no	no
NCPPB 4210	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	This isolate was isolated by Helena Stanford	This isolate was isolated by Helena Stanford	no	no
NCPPB 4231	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	The donor reference is 2011627 This isolate was isolated by H. Stanford	The donor reference is 2011627 This isolate was isolated by H. Stanford	no	no
NCPPB 4232	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	The donor reference is 2011626 This isolate was isolated by H. Stanford	The donor reference is 2011626 This isolate was isolated by H. Stanford	no	no
NCPPB 4321	present_in_both	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	The donor reference is XV938 This isolate is also in the collections; DSM 18975	The donor reference is XV938 This isolate is also in the collections; DSM 18975	no	no
NCPPB 4322	present_in_both	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	The donor reference is XV1220	The donor reference is XV1220	no	no
NCPPB 4323	present_in_both	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	The donor reference is XV444	The donor reference is XV444	no	no
NCPPB 4324	present_in_both	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	The donor reference is XV448	The donor reference is XV448	no	no
NCPPB 4326	present_in_both	Xanthomonas campestris pv. zantedeschiae (Joubert & Truter 1972) Dye 1978	Xanthomonas campestris pv. zantedeschiae (Joubert & Truter 1972) Dye 1978	The donor reference is Xcz A5	The donor reference is Xcz A5	no	no
NCPPB 4340	present_in_both	Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978	Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978	The donor reference is UN-20506424 This isolate was isolated by Helena Stanford The source of this isolate was Diagnosis lab. Ex Zinnia material	The donor reference is UN-20506424 This isolate was isolated by Helena Stanford The source of this isolate was Diagnosis lab. Ex Zinnia material	no	no
NCPPB 4341	present_in_both	Xanthomonas sacchari Vauterin et al. 1995	Xanthomonas sacchari Vauterin et al. 1995	The donor reference is VdM4 This isolate is also in the collections; LMG 471 This isolate was isolated by M.Beramis The source of this isolate was LMG	The donor reference is VdM4 This isolate is also in the collections; LMG 471 This isolate was isolated by M.Beramis The source of this isolate was LMG	no	no
NCPPB 4342	present_in_both	Xanthomonas arboricola pv. populi (ex de Kam 1984) Vauterin et al. 1995	Xanthomonas arboricola pv. populi (ex de Kam 1984) Vauterin et al. 1995	The donor reference is Dsk 129 This isolate is also in the collections; ICMP 8923, LMG 12141 This isolate was isolated by M. de Kam The source of this isolate was ICMP	The donor reference is Dsk 129 This isolate is also in the collections; ICMP 8923, LMG 12141 This isolate was isolated by M. de Kam The source of this isolate was ICMP	no	no
NCPPB 4343	present_in_both	Xanthomonas bromi Vauterin et al. 1995	Xanthomonas bromi Vauterin et al. 1995	The donor reference is 1601-1 This isolate is also in the collections; ICMP 12545, CFBP 1976,Samson 1601.1, LMG 947 This isolate was isolated by R.Sampson The source of this isolate was ICMP	The donor reference is 1601-1 This isolate is also in the collections; ICMP 12545, CFBP 1976,Samson 1601.1, LMG 947 This isolate was isolated by R.Sampson The source of this isolate was ICMP	no	no
NCPPB 4344	present_in_both	Xanthomonas campestris pv. brunneivaginae (Luo et al. 1988)Young et al. 1996	Xanthomonas campestris pv. brunneivaginae (Luo et al. 1988)Young et al. 1996	The donor reference is 03-29991 This isolate is also in the collections; ICMP 9991 This isolate was isolated by K.Luo The source of this isolate was ICMP	The donor reference is 03-29991 This isolate is also in the collections; ICMP 9991 This isolate was isolated by K.Luo The source of this isolate was ICMP	no	no
NCPPB 4345	present_in_both	Xanthomonas campestris pv. cannae Easwaramurthy et al. 1984	Xanthomonas campestris pv. cannae Easwaramurthy et al. 1984	The donor reference is 1 This isolate is also in the collections; ICMP 8306. LMG 9043 This isolate was isolated by R. Easwaramurthy The source of this isolate was ICMP	The donor reference is 1 This isolate is also in the collections; ICMP 8306. LMG 9043 This isolate was isolated by R. Easwaramurthy The source of this isolate was ICMP	no	no
NCPPB 4346	present_in_both	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	The donor reference is G2 This isolate is also in the collections; ICMP 8788 This isolate was isolated by Z. Fang The source of this isolate was ICMP	The donor reference is G2 This isolate is also in the collections; ICMP 8788 This isolate was isolated by Z. Fang The source of this isolate was ICMP	no	no
NCPPB 4347	present_in_both	Xanthomonas campestris pv. malloti Goto 1993	Xanthomonas campestris pv. malloti Goto 1993	The donor reference is Ma 2 This isolate is also in the collections; ICMP 11536, ATCC 51262 This isolate was isolated by M. Goto The source of this isolate was ICMP	The donor reference is Ma 2 This isolate is also in the collections; ICMP 11536, ATCC 51262 This isolate was isolated by M. Goto The source of this isolate was ICMP	no	no
NCPPB 4348	present_in_both	Xanthomonas euvesicatoria pv. mirabilis (ex Durgapal & Trivedi 1976) Harrison et al. 2023	Xanthomonas euvesicatoria pv. mirabilis (ex Durgapal & Trivedi 1976) Harrison et al. 2023	This isolate is also in the collections; ICMP 8949, ITCC This isolate was isolated by Durgapal. J.C. The source of this isolate was ICMP	This isolate is also in the collections; ICMP 8949, ITCC This isolate was isolated by Durgapal. J.C. The source of this isolate was ICMP	no	no
NCPPB 4349	present_in_both	Xanthomonas euvesicatoria pv. pennamericanum (Qhobela & Claflin 1988) Harrison et al. 2023	Xanthomonas euvesicatoria pv. pennamericanum (Qhobela & Claflin 1988) Harrison et al. 2023	The donor reference is B6 This isolate is also in the collections; ICMP 9627, ATCC 49152 This isolate was isolated by L.E.Claflin The source of this isolate was ICMP	The donor reference is B6 This isolate is also in the collections; ICMP 9627, ATCC 49152 This isolate was isolated by L.E.Claflin The source of this isolate was ICMP	no	no
NCPPB 4350	present_in_both	Xanthomonas codiaei Vauterin et al. 1995	Xanthomonas codiaei Vauterin et al. 1995	The donor reference is X259 (87-56A) This isolate is also in the collections; LMG 8678, ICMP 9513, ATCC 700187 This isolate was isolated by A.R. Chase The source of this isolate was ICMP	The donor reference is X259 (87-56A) This isolate is also in the collections; LMG 8678, ICMP 9513, ATCC 700187 This isolate was isolated by A.R. Chase The source of this isolate was ICMP	no	no
NCPPB 4351	present_in_both	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023	The donor reference is FC1 This isolate is also in the collections; ICMP 9261, IBSF 575 This isolate was isolated by J.R.Neto The source of this isolate was ICMP	The donor reference is FC1 This isolate is also in the collections; ICMP 9261, IBSF 575 This isolate was isolated by J.R.Neto The source of this isolate was ICMP	no	no
NCPPB 4352	present_in_both	Xanthomonas euvesicatoria pv. zingibericola (Ren & Fang 1981) Harrison et al. 2023	Xanthomonas euvesicatoria pv. zingibericola (Ren & Fang 1981) Harrison et al. 2023	The donor reference is Zo2 This isolate is also in the collections; ICMP 8787, LMG 9060 This isolate was isolated by X.Z.Ren The source of this isolate was ICMP	The donor reference is Zo2 This isolate is also in the collections; ICMP 8787, LMG 9060 This isolate was isolated by X.Z.Ren The source of this isolate was ICMP	no	no
NCPPB 4353	present_in_both	Xanthomonas theicola (Uehara et al. 1980) Vauterin et al. 1995	Xanthomonas theicola (Uehara et al. 1980) Vauterin et al. 1995	The donor reference is TC1 This isolate is also in the collections; ICMP 6774, LMG 8684, NZRCC 10488 This isolate was isolated by K.Uehara The source of this isolate was ICMP	The donor reference is TC1 This isolate is also in the collections; ICMP 6774, LMG 8684, NZRCC 10488 This isolate was isolated by K.Uehara The source of this isolate was ICMP	no	no
NCPPB 4355	present_in_both	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	The donor reference is CFBP 6369 This isolate is also in the collections; CFBP 6369 The source of this isolate was CFBP	The donor reference is CFBP 6369 This isolate is also in the collections; CFBP 6369 The source of this isolate was CFBP	no	no
NCPPB 4356	present_in_both	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	The donor reference is CFBP 4188 This isolate is also in the collections; CFBP 4188, ICMP 16775 The source of this isolate was CFBP	The donor reference is CFBP 4188 This isolate is also in the collections; CFBP 4188, ICMP 16775 The source of this isolate was CFBP	no	no
NCPPB 4363	present_in_both	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	The donor reference is ICMP 2415 This isolate is also in the collections; ICMP 2415, CFBP 7260 This isolate was isolated by J.YOUNG	The donor reference is ICMP 2415 This isolate is also in the collections; ICMP 2415, CFBP 7260 This isolate was isolated by J.YOUNG	no	no
NCPPB 4364	present_in_both	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	The donor reference is ICMP 6465 This isolate is also in the collections; ICMP 6465, CFBP 7262 This isolate was isolated by J.YOUNG	The donor reference is ICMP 6465 This isolate is also in the collections; ICMP 6465, CFBP 7262 This isolate was isolated by J.YOUNG	no	no
NCPPB 4367	present_in_both	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	The donor reference is ICMP 16473 This isolate is also in the collections; ICMP 16473 This isolate was isolated by J.YOUNG	The donor reference is ICMP 16473 This isolate is also in the collections; ICMP 16473 This isolate was isolated by J.YOUNG	no	no
NCPPB 4372	present_in_both	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	The donor reference is 618 This isolate is also in the collections; IBSBF 618 This isolate was isolated by J.Neto The source of this isolate was IBSBF	The donor reference is 618 This isolate is also in the collections; IBSBF 618 This isolate was isolated by J.Neto The source of this isolate was IBSBF	no	no
NCPPB 4373	present_in_both	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	The donor reference is 1472 This isolate is also in the collections; IBSBF 1472 This isolate was isolated by V.A.Malavolta The source of this isolate was IBSBF	The donor reference is 1472 This isolate is also in the collections; IBSBF 1472 This isolate was isolated by V.A.Malavolta The source of this isolate was IBSBF	no	no
