ncppb_number	clause_order	clause_type	raw_clause	raw_value	text_start	text_end	html_start	html_end	parse_status	risk_level	review_reason	source_snapshot_sha256
NCPPB 4671	3	source_of_isolate	The source of this isolate was FERA	FERA	74	109	2651001	2651037	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4675	1	donor_reference	The donor reference is CPBF 424	CPBF 424	0	31	2653646	2653706	parsed	medium		
NCPPB 4675	2	collection_list	This isolate is also in the collections; CPBF 424, LMG 31037, CCOS 1891	CPBF 424, LMG 31037, CCOS 1891	32	103	2653710	2653782	parsed	low		
NCPPB 4675	3	isolated_by	This isolate was isolated by C.Fernandes	C.Fernandes	104	144	2653786	2653827	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4676	1	donor_reference	The donor reference is CPBF 1521	CPBF 1521	0	32	2656474	2656535	parsed	medium		
NCPPB 4676	2	collection_list	This isolate is also in the collections; CBPF 1521, LMG 31040, CCOS 1894	CBPF 1521, LMG 31040, CCOS 1894	33	105	2656539	2656612	parsed	low		
NCPPB 4676	3	isolated_by	This isolate was isolated by C.Fernandes	C.Fernandes	106	146	2656616	2656657	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4678	1	donor_reference	The donor reference is Xc6	Xc6	0	26	2659325	2659380	parsed	medium		
NCPPB 4678	2	isolated_by	This isolate was isolated by Tatjana Popović	Tatjana Popović	27	71	2659384	2659429	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4679	1	donor_reference	The donor reference is Xc9	Xc9	0	26	2662097	2662152	parsed	medium		
NCPPB 4679	2	isolated_by	This isolate was isolated by Tatjana Popović	Tatjana Popović	27	71	2662156	2662201	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4680	1	donor_reference	The donor reference is Xc23	Xc23	0	27	2664869	2664925	parsed	medium		
NCPPB 4680	2	isolated_by	This isolate was isolated by Tatjana Popović	Tatjana Popović	28	72	2664929	2664974	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4681	1	donor_reference	The donor reference is Xc27	Xc27	0	27	2667642	2667698	parsed	medium		
NCPPB 4681	2	isolated_by	This isolate was isolated by Tatjana Popović	Tatjana Popović	28	72	2667702	2667747	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4682	1	donor_reference	The donor reference is Xc318	Xc318	0	28	2670415	2670472	parsed	medium		
NCPPB 4682	2	isolated_by	This isolate was isolated by Tatjana Popović	Tatjana Popović	29	73	2670476	2670521	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4692	1	donor_reference	The donor reference is GBBC 2123	GBBC 2123	0	32	2673154	2673215	parsed	medium		
NCPPB 4692	2	collection_list	This isolate is also in the collections; LMG 31884, CCOS 1956	LMG 31884, CCOS 1956	33	94	2673219	2673281	parsed	low		
NCPPB 4692	3	isolated_by	This isolate was isolated by Johan Van Vaerenbergh	Johan Van Vaerenbergh	95	145	2673285	2673336	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4693	1	donor_reference	The donor reference is GBBC 2199	GBBC 2199	0	32	2676253	2676314	parsed	medium		
NCPPB 4693	2	collection_list	This isolate is also in the collections; LMG 31886, CCOS 1957	LMG 31886, CCOS 1957	33	94	2676318	2676380	parsed	low		
NCPPB 4693	3	isolated_by	This isolate was isolated by Johan Van Vaerenbergh	Johan Van Vaerenbergh	95	145	2676384	2676435	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4698	1	donor_reference	The donor reference is 1294-6	1294-6	0	29	2679361	2679419	parsed	medium		
NCPPB 4698	2	isolated_by	This isolate was isolated by Steven T. Koike	Steven T. Koike	30	74	2679423	2679468	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4699	1	donor_reference	The donor reference is 0894-4	0894-4	0	29	2682074	2682132	parsed	medium		
NCPPB 4699	2	isolated_by	This isolate was isolated by Hamid Azad	Hamid Azad	30	69	2682136	2682176	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4700	1	donor_reference	The donor reference is 1294-9	1294-9	0	29	2684825	2684883	parsed	medium		
NCPPB 4700	2	isolated_by	This isolate was isolated by Steven T. Koike	Steven T. Koike	30	74	2684887	2684932	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4701	1	collection_list	This isolate is also in the collections; CFBP 5686-20	CFBP 5686-20	0	53	2687327	2687409	parsed	low		
NCPPB 4702	1	collection_list	This isolate is also in the collections; CFBP 1371-04	CFBP 1371-04	0	53	2689832	2689914	parsed	low		
NCPPB 4702	2	isolated_by	This isolate was isolated by Bonnet P.	Bonnet P.	54	92	2689918	2689957	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4703	1	collection_list	This isolate is also in the collections; CFBP 1606-13	CFBP 1606-13	0	53	2692352	2692434	parsed	low		
NCPPB 4703	2	isolated_by	This isolate was isolated by Paulin J.P.	Paulin J.P.	54	94	2692438	2692479	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4704	1	donor_reference	The donor reference is Co-126-2	Co-126-2	0	31	2695166	2695226	parsed	medium		
NCPPB 4705	1	donor_reference	The donor reference is Arg-1A	Arg-1A	0	29	2697911	2697969	parsed	medium		
NCPPB 4706	1	donor_reference	The donor reference is CO-8	CO-8	0	27	2700652	2700708	parsed	medium		
NCPPB 4707	1	donor_reference	The donor reference is ARG-3A	ARG-3A	0	29	2703389	2703447	parsed	medium		
NCPPB 4708	1	donor_reference	The donor reference is IL02(1)YDC	IL02(1)YDC	0	33	2706136	2706198	parsed	medium		
NCPPB 4709	1	donor_reference	The donor reference is NE-18 Xvh	NE-18 Xvh	0	32	2708867	2708928	parsed	medium		
NCPPB 4710	1	donor_reference	The donor reference is Arg-2B	Arg-2B	0	29	2711589	2711647	parsed	medium		
NCPPB 4711	1	donor_reference	The donor reference is NE-7	NE-7	0	27	2714312	2714368	parsed	medium		
NCPPB 4712	1	donor_reference	The donor reference is ARG-6B	ARG-6B	0	29	2717029	2717087	parsed	medium		
NCPPB 4713	1	donor_reference	The donor reference is IL-1(1)YDC	IL-1(1)YDC	0	33	2719752	2719814	parsed	medium		
NCPPB 4714	1	donor_reference	The donor reference is ARG 4B	ARG 4B	0	29	2722475	2722533	parsed	medium		
NCPPB 4715	1	donor_reference	The donor reference is IAO2	IAO2	0	27	2725194	2725250	parsed	medium		
NCPPB 4716	1	donor_reference	The donor reference is NE-16	NE-16	0	28	2727915	2727972	parsed	medium		
NCPPB 4717	1	donor_reference	The donor reference is 10197-90	10197-90	0	31	2730957	2731017	parsed	medium		
NCPPB 4717	2	collection_list	This isolate is also in the collections; ICMP 10197	ICMP 10197	32	83	2731021	2731073	parsed	low		
NCPPB 4717	3	isolated_by	This isolate was isolated by P. Heise	P. Heise	84	121	2731077	2731115	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4717	4	source_of_isolate	The source of this isolate was ICMP	ICMP	122	157	2731119	2731155	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4718	1	donor_reference	The donor reference is 10194-90	10194-90	0	31	2734117	2734177	parsed	medium		
NCPPB 4718	2	collection_list	This isolate is also in the collections; ICMP 10194	ICMP 10194	32	83	2734181	2734233	parsed	low		
NCPPB 4718	3	isolated_by	This isolate was isolated by P. Heise	P. Heise	84	121	2734237	2734275	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4718	4	source_of_isolate	The source of this isolate was ICMP	ICMP	122	157	2734279	2734315	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4719	1	donor_reference	The donor reference is ICMP 10195	ICMP 10195	0	33	2737277	2737339	parsed	medium		
NCPPB 4719	2	isolated_by	This isolate was isolated by P. Heise	P. Heise	34	71	2737343	2737381	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4719	3	source_of_isolate	The source of this isolate was ICMP	ICMP	72	107	2737385	2737421	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4720	1	donor_reference	The donor reference is ICMP 8410-83	ICMP 8410-83	0	35	2740339	2740403	parsed	medium		
NCPPB 4720	2	collection_list	This isolate is also in the collections; ICMP 8410	ICMP 8410	36	86	2740407	2740458	parsed	low		
NCPPB 4720	3	isolated_by	This isolate was isolated by R. Easwaramurthy	R. Easwaramurthy	87	132	2740462	2740508	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4720	4	source_of_isolate	The source of this isolate was ICMP	ICMP	133	168	2740512	2740548	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4721	1	donor_reference	The donor reference is 13093-96	13093-96	0	31	2743259	2743319	parsed	medium		
NCPPB 4721	2	collection_list	This isolate is also in the collections; ICMP 13093	ICMP 13093	32	83	2743323	2743375	parsed	low		
NCPPB 4721	3	isolated_by	This isolate was isolated by J.R. Neto	J.R. Neto	84	122	2743379	2743418	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4721	4	source_of_isolate	The source of this isolate was ICMP	ICMP	123	158	2743422	2743458	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4722	1	donor_reference	The donor reference is 9262-87	9262-87	0	30	2746169	2746228	parsed	medium		
NCPPB 4722	2	collection_list	This isolate is also in the collections; ICMP 9262	ICMP 9262	31	81	2746232	2746283	parsed	low		
NCPPB 4722	3	isolated_by	This isolate was isolated by J.R. Neto	J.R. Neto	82	120	2746287	2746326	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4722	4	source_of_isolate	The source of this isolate was ICMP	ICMP	121	156	2746330	2746366	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4727	1	donor_reference	The donor reference is ICMP 8883	ICMP 8883	0	32	2749094	2749155	parsed	medium		
NCPPB 4727	2	collection_list	This isolate is also in the collections; ICMP 8883	ICMP 8883	33	83	2749159	2749210	parsed	low		
NCPPB 4727	3	source_of_isolate	The source of this isolate was ICMP	ICMP	84	119	2749214	2749250	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4728	1	donor_reference	The donor reference is ICMP 8884	ICMP 8884	0	32	2751978	2752039	parsed	medium		
NCPPB 4728	2	collection_list	This isolate is also in the collections; ICMP 8884	ICMP 8884	33	83	2752043	2752094	parsed	low		
NCPPB 4728	3	source_of_isolate	The source of this isolate was ICMP	ICMP	84	119	2752098	2752134	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4729	1	donor_reference	The donor reference is ICMP 13091	ICMP 13091	0	33	2754829	2754891	parsed	medium		
NCPPB 4729	2	isolated_by	This isolate was isolated by J.R. Neto	J.R. Neto	34	72	2754895	2754934	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4729	3	source_of_isolate	The source of this isolate was ICMP	ICMP	73	108	2754938	2754974	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4730	1	donor_reference	The donor reference is ICMP 11134	ICMP 11134	0	33	2757697	2757759	parsed	medium		
NCPPB 4730	2	collection_list	This isolate is also in the collections; ICMP 11134	ICMP 11134	34	85	2757763	2757815	parsed	low		
NCPPB 4730	3	source_of_isolate	The source of this isolate was ICMP	ICMP	86	121	2757819	2757855	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4731	1	donor_reference	The donor reference is ICMP 12321	ICMP 12321	0	33	2760788	2760850	parsed	medium		
NCPPB 4731	2	collection_list	This isolate is also in the collections; ICMP 12321	ICMP 12321	34	85	2760854	2760906	parsed	low		
NCPPB 4731	3	source_of_isolate	The source of this isolate was ICMP	ICMP	86	121	2760910	2760946	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4732	1	donor_reference	The donor reference is ICMP 8789	ICMP 8789	0	32	2763881	2763942	parsed	medium		
NCPPB 4732	2	collection_list	This isolate is also in the collections; ICMP 8789, PDDCC 8789	ICMP 8789, PDDCC 8789	33	95	2763946	2764009	parsed	low		
NCPPB 4732	3	isolated_by	This isolate was isolated by Z. Fang	Z. Fang	96	132	2764013	2764050	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4732	4	source_of_isolate	The source of this isolate was ICMP	ICMP	133	168	2764054	2764090	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4733	1	donor_reference	The donor reference is ICMP 8412	ICMP 8412	0	32	2767013	2767074	parsed	medium		
NCPPB 4733	2	collection_list	This isolate is also in the collections; ICMP 8412, PDDCC 8412	ICMP 8412, PDDCC 8412	33	95	2767078	2767141	parsed	low		
NCPPB 4733	3	isolated_by	This isolate was isolated by R. Easwaramurthy	R. Easwaramurthy	96	141	2767145	2767191	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4733	4	source_of_isolate	The source of this isolate was ICMP	ICMP	142	177	2767195	2767231	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4753	1	donor_reference	The donor reference is CFBP 8353	CFBP 8353	0	32	2769849	2769910	parsed	medium		
NCPPB 4753	2	collection_list	This isolate is also in the collections; CFBP 8353, CECT 9404, IVIA 3287.1	CFBP 8353, CECT 9404, IVIA 3287.1	33	107	2769914	2769990	parsed	low		
NCPPB 4753	3	isolated_by	This isolate was isolated by Lopez et al	Lopez et al	108	148	2769994	2770035	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4753	4	source_of_isolate	The source of this isolate was CFBP	CFBP	149	184	2770039	2770075	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4754	1	donor_reference	The donor reference is CFBP 8354	CFBP 8354	0	32	2772699	2772760	parsed	medium		
NCPPB 4754	2	collection_list	This isolate is also in the collections; CFBP 8354, CECT 9405, IVIA 3287.2	CFBP 8354, CECT 9405, IVIA 3287.2	33	107	2772764	2772840	parsed	low		
NCPPB 4754	3	isolated_by	This isolate was isolated by Maria M. Lopez	Maria M. Lopez	108	151	2772844	2772888	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4754	4	source_of_isolate	The source of this isolate was CFBP	CFBP	152	187	2772892	2772928	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4755	1	donor_reference	The donor reference is CFBP 8355	CFBP 8355	0	32	2775568	2775629	parsed	medium		
NCPPB 4755	2	collection_list	This isolate is also in the collections; CFBP 8355, CECT 9406, IVIA 3287.3	CFBP 8355, CECT 9406, IVIA 3287.3	33	107	2775633	2775708	parsed	low		
NCPPB 4755	3	isolated_by	This isolate was isolated by Maria M. Lopez	Maria M. Lopez	108	151	2775712	2775756	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4755	4	source_of_isolate	The source of this isolate was CFBP	CFBP	152	187	2775760	2775796	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4763	1	donor_reference	The donor reference is NBC5720	NBC5720	0	30	2778452	2778511	parsed	medium		
NCPPB 4763	2	collection_list	This isolate is also in the collections; LMG 33367	LMG 33367	31	81	2778515	2778566	parsed	low		
NCPPB 4763	3	isolated_by	This isolate was isolated by Harrie Koenraadt	Harrie Koenraadt	82	127	2778570	2778616	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4763	4	source_of_isolate	The source of this isolate was University of Florida, North Florida Research and Education Center Plant Disease	University of Florida, North Florida Research and Education Center Plant Disease	128	239	2778620	2778732	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4770	1	donor_reference	The donor reference is 2023024626	2023024626	0	33	2781395	2781457	parsed	medium		
NCPPB 4770	2	isolated_by	This isolate was isolated by Sam Oxspring	Sam Oxspring	34	75	2781461	2781503	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4770	3	source_of_isolate	The source of this isolate was FERA	FERA	76	111	2781507	2781543	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4771	1	donor_reference	The donor reference is 2023027163	2023027163	0	33	2784212	2784274	parsed	medium		
NCPPB 4771	2	isolated_by	This isolate was isolated by Sarah Carroll, Sam Oxspring	Sarah Carroll, Sam Oxspring	34	90	2784278	2784335	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4771	3	source_of_isolate	The source of this isolate was FERA	FERA	91	126	2784339	2784375	parsed	medium	person_or_source_text_not_automatically_an_identifier	
