ncppb_number	current_name	name_as_received	other_references	other_collection_numbers	identifier_candidates	current_search_identifiers	high_confidence_identifiers	manual_only_identifiers	has_confirmed_biosample	accepted_biosample_count	accepted_biosample_accessions	accepted_biosample_organisms	accepted_biosample_titles	matched_identifiers	matched_identifier_types	review_candidate_count	non_xanthomonas_review_rows	no_hit_rows	conflict_rows	conflicting_accessions	taxon_only_rows	taxon_only_accessions	rescue_candidate_count	rescue_candidate_accessions	accepted_needs_review_count	accepted_needs_review_accessions	top_reject_reasons	search_result_review_status	review_priority	review_note
NCPPB 425	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	Xanthomonas carotae Kendrick 1934	The donor reference is ZC1 The source of this isolate was ex B. Paine		ZC 1	ZC 1			yes	1	SAMN40354566	Xanthomonas sp. WHRI 8338	Microbe sample from Xanthomonas sp. WHRI 8338	NCPPB 425	ncppb_number	100	100	0	0		0		0		0		non_xanthomonas_organism:100	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 457	Xanthomonas axonopodis pv. axonopodis Starr & Garces 1950	Xanthomonas axonopodis Starr & Garces 1950	This isolate is also in the collections; ATCC 19312, ICMP 50, LMG 982, DSMZ 3585 This isolate was isolated by M.P. Starr XA103	ATCC 19312; ICMP 50; LMG 982; DSMZ 3585	ATCC 19312; ICMP 50; LMG 982; DSMZ 3585; XA 103	ATCC 19312; ICMP 50; LMG 982; DSMZ 3585; XA 103	ATCC 19312; ICMP 50; LMG 982; DSMZ 3585		yes	1	SAMN02903173	Xanthomonas axonopodis pv. axonopodis	Microbe sample from Xanthomonas axonopodis pv. axonopodis	LMG 982	other_reference_identifier	8	7	1	0		0		0		0		non_xanthomonas_organism:7; query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 464	Xanthomonas campestris pv. olitorii (Sabet 1957) Dye 1978		This isolate is also in the collections; ICMP 359, LMG 9052 This isolate was isolated by K.A. Sabet Cor 9	ICMP 359; LMG 9052	ICMP 359; LMG 9052; COR 9	ICMP 359; LMG 9052; COR 9	ICMP 359; LMG 9052		yes	2	SAMN41997686; SAMN19988989	Xanthomonas campestris pv. olitorii	Microbe sample from Xanthomonas campestris pv. olitorii	NCPPB 464	ncppb_number	102	100	2	0		0		0		0		non_xanthomonas_organism:100; query_returned_no_biosample_records:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 465	Xanthomonas campestris pv. olitorii (Sabet 1957) Dye 1978		This isolate was isolated by K.A. Sabet Cor 5		COR 5	COR 5		COR 5	yes	1	SAMN41997687	Xanthomonas campestris pv. olitorii	Microbe sample from Xanthomonas campestris pv. olitorii	NCPPB 465	ncppb_number	100	100	0	0		0		0		0		non_xanthomonas_organism:100	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 466	Xanthomonas citri pv. punicae (Hingorani & Singh 1959) Constantin et al. 2016 comb. nov.	Xanthomonas punicae Hingorani & Singh 1959	This isolate is also in the collections; ICMP 360, LMG 859 The source of this isolate was ex M.K. Hingorani	ICMP 360; LMG 859	ICMP 360; LMG 859	ICMP 360; LMG 859	ICMP 360; LMG 859		yes	2	SAMN09425328; SAMEA3138416	Xanthomonas citri pv. punicae; Xanthomonas citri pv. punicae str. LMG 859	Microbe sample from Xanthomonas citri pv. punicae; GCA_000285775	LMG 859	other_reference_identifier	2	0	2	0		0		0		0		query_returned_no_biosample_records:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 473	Xanthomonas citri pv. punicae (Hingorani & Singh 1959) Constantin et al. 2016 comb. nov.	Xanthomonas punicae Hingorani & Singh 1959	The source of this isolate was ex M.K. Hingorani						no	0						1	0	1	0		0		0		0		query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 476	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (Doidge 1920) Dowson 1939	The source of this isolate was ex M.K. Desai						no	0						1	0	1	0		0		0		0		query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 477	Xanthomonas citri pv. trichodesmae (Patel et al.1952) Harrison et al. 2023		The source of this isolate was ex M.K. Desai						no	0						1	0	1	0		0		0		0		query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 478	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	Xanthomonas cassiae	The source of this isolate was ex M.K. Desai						yes	1	SAMN42178451	Xanthomonas axonopodis pv. cassiae	Genome sequencing of Xanthomonas campestris pv. cassiae NCPPB 478	NCPPB 478	ncppb_number	0	0	0	0		0		0		0			confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 479	Xanthomonas axonopodis pv. melhusii (Patel et al. 1952) Vauterin et al. 1995	Xanthomonas melhusii Patel et al. 1952	This isolate was isolated by ex M.K. Desai						no	0						1	0	0	1	SAMN42161500	0		1	SAMN42161500	0		conflicting_ncppb_number:1560:1	manual_review_required	P2_conflicting_identifier_review	Rejected/review candidates include conflicting NCPPB numbers.
NCPPB 480	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	Xanthomonas alfalfae	This isolate is also in the collections; CFBP 7121 The source of this isolate was ex M.K. Desai	CFBP 7121	CFBP 7121	CFBP 7121	CFBP 7121		no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 481	Xanthomonas axonopodis pv. desmodii (Patel 1949) Vauterin et al. 1995	Xanthomonas desmodii Patel 1949	This isolate is also in the collections; ATCC 11640, ICMP 315, LMG 692 This isolate was isolated by ICPB XD105 The source of this isolate was ex ICPB XD105 ex ICPB XD105	ATCC 11640; ICMP 315; LMG 692	ATCC 11640; ICMP 315; LMG 692; ICPB XD105; XD 105	ATCC 11640; ICMP 315; LMG 692; ICPB XD105; XD 105	ATCC 11640; ICMP 315; LMG 692; ICPB XD105		yes	1	SAMN42278566	Xanthomonas axonopodis pv. biophyti	Genome sequencing of Xanthomonas axonopodis pv. biophyti (Patel et al.1969) Vauterin et al. 1995 NCPPB 481	NCPPB 481	ncppb_number	5	3	2	0		0		0		0		non_xanthomonas_organism:3; query_returned_no_biosample_records:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 485	Xanthomonas axonopodis pv. betlicola (Patel et al. 1951) Vauterin et al. 1995	Xanthomonas betlicola	The donor reference is XB109 The source of this isolate was ex ICPB XB109		ICPB XB109; XB 109	ICPB XB109; XB 109	ICPB XB109		yes	1	SAMN42284446	Xanthomonas axonopodis pv. betlicola	Genome sequencing of Xanthomonas axonopodis pv. betlicola (Patel et al. 1951) Vauterin et al. 1995 NCPPB 485	NCPPB 485	ncppb_number	12	11	1	0		0		0		0		non_xanthomonas_organism:11; query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 488	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	X. ricinicola.	This isolate is also in the collections; ICPB XR101, ATCC 11767, LMG 7441, ICMP 248 The source of this isolate was ex M.K. Patel	ATCC 11767; LMG 7441; ICMP 248	ICPB XR101; ATCC 11767; LMG 7441; ICMP 248; XR 101	ICPB XR101; ATCC 11767; LMG 7441; ICMP 248; XR 101	ICPB XR101; ATCC 11767; LMG 7441; ICMP 248		yes	1	SAMN42178439	Xanthomonas axonopodis pv. ricini	Genome sequencing of Xanthomonas campestris pv. ricini NCPPB 488	NCPPB 488	ncppb_number	5	1	4	0		0		0		0		query_returned_no_biosample_records:4; non_xanthomonas_organism:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 490	Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov.		The donor reference is 18 This isolate is also in the collections; ATCC 11637, ICMP 5740, LMG 941, CFBP 1716 This isolate was isolated by M.K. Patel The source of this isolate was ex ICPB PM114 ex M.K. Patel	ATCC 11637; ICMP 5740; LMG 941; CFBP 1716	ATCC 11637; ICMP 5740; LMG 941; CFBP 1716; ICPB PM114; IS 18; PM 114	ATCC 11637; ICMP 5740; LMG 941; CFBP 1716; ICPB PM114; PM 114	ATCC 11637; ICMP 5740; LMG 941; CFBP 1716; ICPB PM114	IS 18	yes	2	SAMEA2272013; SAMN41471108	Xanthomonas citri pv. mangiferaeindicae LMG 941; Xanthomonas citri pv. mangiferaeindicae	BioSample entry for genome collection GCA_000263335; MIGS Cultured Bacterial/Archaeal sample from Xanthomonas citri pv. mangiferaeindicae	LMG 941; CFBP 1716	other_reference_identifier	113	110	3	0		0		0		0		non_xanthomonas_organism:110; query_returned_no_biosample_records:3	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 509	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (Doidge 1920) Dowson 1939	The donor reference is 391 This isolate is also in the collections; LMG 919 This isolate was isolated by ex A. Rothwell	LMG 919	LMG 919; IS 391	LMG 919	LMG 919	IS 391	yes	1	SAMN03175433	Xanthomonas vesicatoria	Xanthomonas vesicatoria str. LMG 919	LMG 919	other_reference_identifier	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 510	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans	The donor reference is 392 This isolate was isolated by ex G. Orian		IS 392			IS 392	no	0						1	0	1	0		0		0		0		query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 526	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans	The donor reference is 412 This isolate was isolated by ex J.A. Spence XAS/L		IS 412			IS 412	no	0						1	0	1	0		0		0		0		query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 528	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris (Pammel 1895) Dowson 1939	This isolate is also in the collections; ICMP 13, ATCC 33913, LMG 568, CIP 100069 This isolate was isolated by E. Billing P25	ICMP 13; ATCC 33913; LMG 568; CIP 100069	ICMP 13; ATCC 33913; LMG 568; CIP 100069; P 25	ICMP 13; ATCC 33913; LMG 568; CIP 100069; P 25	ICMP 13; ATCC 33913; LMG 568; CIP 100069	P 25	yes	3	SAMN22552834; SAMN36368329; SAMN02603845	Xanthomonas campestris pv. campestris; Xanthomonas campestris pv. campestris str. ATCC 33913	Microbe sample from Xanthomonas campestris pv. campestris; Genome sequencing of Xcc WHRI5212 (NCPPB 528); Sample from Xanthomonas campestris pv. campestris str. ATCC 33913	NCPPB 528; ATCC 33913	ncppb_number; other_reference_identifier	105	104	1	0		0		0		0		non_xanthomonas_organism:104; query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 529	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris (Pammel 1895) Dowson 1939	This isolate was isolated by E. Billing P33/1		P 33/1	P 33/1		P 33/1	yes	1	SAMN36346972	Xanthomonas campestris pv. campestris	Genome sequencing of Xcc WHRI 6381 (NCPPB 529)	NCPPB 529	ncppb_number	100	100	0	0		0		0		0		non_xanthomonas_organism:100	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 535	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	Xanthomonas ricini (Yoshi & T akimoto 1928) Dowson 1939	This isolate was isolated by K.A. Sabet Ric 3		RIC 3	RIC 3		RIC 3	yes	2	SAMN42178440	Xanthomonas axonopodis pv. ricini	Genome sequencing of Xanthomonas campestris pv. ricini NCPPB 535	NCPPB 535	ncppb_number	17	16	0	1	SAMN17385947	0		1	SAMN17385947	0		non_xanthomonas_organism:16; conflicting_ncppb_number:347:1	manual_review_required	P2_conflicting_identifier_review	Rejected/review candidates include conflicting NCPPB numbers.
NCPPB 536	Xanthomonas axonopodis pv. khayae (Sabet 1959) Vauterin et al. 1995	Xanthomonas khayae Sabet 1959	This isolate is also in the collections; ICMP 671, LMG 753 This isolate was isolated by K.A. Sabet Khl	ICMP 671; LMG 753	ICMP 671; LMG 753	ICMP 671; LMG 753	ICMP 671; LMG 753		yes	1	SAMN42284536	Xanthomonas axonopodis pv. khayae	Genome sequencing of Xanthomonas axonopodis pv. khayae (Sabet 1959) Vauterin et al. 1995 NCPPB 536	NCPPB 536	ncppb_number	2	1	1	0		0		0		0		query_returned_no_biosample_records:1; non_xanthomonas_organism:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 554	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb. nov.	X. phaseoli var. sojense	This isolate is also in the collections; ICMP 5732, LMG 712, CFBP 2526. ATCC 43911 This isolate was isolated by K.A. Sabet Soy 1	ICMP 5732; LMG 712; CFBP 2526; ATCC 43911	ICMP 5732; LMG 712; CFBP 2526; ATCC 43911; SOY 1	ICMP 5732; LMG 712; CFBP 2526; ATCC 43911; SOY 1	ICMP 5732; LMG 712; CFBP 2526; ATCC 43911	SOY 1	yes	2	SAMN02469936; SAMN18397212	Xanthomonas citri pv. glycines CFBP 2526	Sample from Xanthomonas citri pv. glycines CFBP 2526; Microbe sample from Xanthomonas citri pv. glycines CFBP2526	CFBP 2526	other_reference_identifier	104	101	3	0		0		0		0		non_xanthomonas_organism:101; query_returned_no_biosample_records:3	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 555	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	X. vignicola Burkholder 1944	This isolate was isolated by K.A. Sabet Vig 5		VIG 5	VIG 5		VIG 5	no	0						4	3	1	0		0		0		0		non_xanthomonas_organism:3; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 556	Xanthomonas axonopodis Starr & Garcés 1950	Xanthomonas phaseoli (Smith 1897) Dowson 1939	This isolate was isolated by K.A. Sabet Dol S						yes	2	SAMN56511388; SAMN03203484	Xanthomonas citri; Xanthomonas phaseoli pv. phaseoli	Genome sequencing of Xanthomonas NCPPB 556; Microbe sample from Xanthomonas phaseoli pv. phaseoli	NCPPB 556	ncppb_number	0	0	0	0		0		0		0			confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 557	Xanthomonas axonopodis (Smith 1897) Vauterin et al.1995	Xanthomonas phaseoli (Smith 1897) Dowson 1939	This isolate was isolated by K.A. Sabet Dol W						yes	2	SAMN56511389; SAMN03257620	Xanthomonas citri; Xanthomonas phaseoli pv. phaseoli	Genome sequencing of Xanthomonas NCPPB 557; Microbe sample from Xanthomonas phaseoli pv. phaseoli	NCPPB 557	ncppb_number	0	0	0	0		0		0		0			confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 570	Xanthomonas campestris pv. amaranthicola (Patel et al. 1952) Dye 1978		This isolate is also in the collections; ATCC 11645, ICMP 441, LMG 498 The source of this isolate was ex M.K. Patel 16	ATCC 11645; ICMP 441; LMG 498	ATCC 11645; ICMP 441; LMG 498; PATEL 16	ATCC 11645; ICMP 441; LMG 498; PATEL 16	ATCC 11645; ICMP 441; LMG 498	PATEL 16	yes	2	SAMN42488058	Xanthomonas campestris pv. amaranthicola	Genome sequencing of Xanthomonas campestris pv. amaranthicola (Patel et al. 1952) Dye 1978	NCPPB 570	ncppb_number	102	99	3	0		0		0		0		non_xanthomonas_organism:99; query_returned_no_biosample_records:3	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 571	Xanthomonas campestris pv. badrii (Patel et al.1950) Dye 1978		This isolate is also in the collections; ATCC 11672, ICMP 571, LMG 546 This isolate was isolated by M.K. Patel 4	ATCC 11672; ICMP 571; LMG 546	ATCC 11672; ICMP 571; LMG 546; PATEL 4	ATCC 11672; ICMP 571; LMG 546; PATEL 4	ATCC 11672; ICMP 571; LMG 546	PATEL 4	yes	1	SAMN14601050	Xanthomonas campestris pv. badrii	Microbe sample from Xanthomonas campestris pv. badrii	ATCC 11672	other_reference_identifier	59	57	2	0		0		0		0		non_xanthomonas_organism:57; query_returned_no_biosample_records:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 573	Xanthomonas axonopodis pv. cajani (Kulkarni et al. 1950) Vauterin et al. 1995	Xanthomonas cajani	This isolate is also in the collections; ATCC 11639, ICMP 444, LMG 558 The source of this isolate was ex M.K. Patel 5	ATCC 11639; ICMP 444; LMG 558	ATCC 11639; ICMP 444; LMG 558; PATEL 5	ATCC 11639; ICMP 444; LMG 558; PATEL 5	ATCC 11639; ICMP 444; LMG 558	PATEL 5	yes	2	SAMN42284473	Xanthomonas axonopodis pv. cajani	Genome sequencing of Xanthomonas axonopodis pv. cajani (Kulkarni et al. 1950) Vauterin et al. 1995 NCPPB 573	NCPPB 573	ncppb_number	48	46	2	0		0		0		0		non_xanthomonas_organism:46; query_returned_no_biosample_records:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
